jp,cn,kr,en
「わたし、可愛いかな」,“我可爱吗？”,"「나, 귀여운 거야?」",
右となりからユエナの声が聞こえる。,右边传来由依奈的声音。,오른쪽 옆에서 유에나의 목소리가 들린다.,
ぼくは反射的に、つい顔を向けてしまって、,我下意识扭头看向了她。,나는 반사적으로 고개를 돌리고 말았는데,
「――っ」,“……”,「――윽.」,
ユエナと顔が合った。,我和由依奈互相对视。,유에나와 얼굴이 마주쳤다.,
近かった。,距离近在咫尺。,가깝다.,
思わず顔をそむけたくなるが踏みとどまる。,我不禁想要扭过头去，但还是忍住了。,당장이라도 얼굴을 피하고 싶었지만 애써 참았다.,
ユエナと合った視線は外してはならないと思った。,感觉这时候不应该避开她的目光。,유에나와 마주친 시선을 피하면 안 될 것 같았다.,
「聞かれているぞ、少年。ちなみに後でわたしも聞く」,“她在问你呢，少年。待会儿我也会问你的。”,"「묻고 있잖나, 소년. 참고로 다음엔 내 차례다.」",
後ろで茶化される。,身后传来学姐的调侃。,뒤에서 선배님이 나를 농락한다.,
「うっ」,“唔。”,「으윽.」,
退路を絶たれた。,这下没有退路了。,퇴로가 끊겼다.,
ここで逃げたら男がもつようなプライド的な何かが壊れてしまう気がして、きっと今日家へ帰って眠る時、布団の中でこの場面を思い出して後悔する。,现在退缩就会失去男人的尊严。回家以后肯定会在被窝里后悔自己当时为什么那么窝囊。,여기서 도망친다면 남자로서 자존심이 무너질 것이다. 오늘 집에 돌아가 잠에 들 때 이 장면을 회상하며 이불을 걷어찰 게 틀림없다.,
絶対する。,我可以肯定。,무조건 후회할 거야.,
「可愛いと、思う、よ」,“我觉得……你挺可爱的。”,"「귀여운 것, 같, 아.」",
ユエナに顔は向けたまま、けれど視線は少しだけ外してそういった。,我对着由依奈如此说道，但视线还是稍微撇开了一些。,"얼굴은 그대로, 그러나 시선은 살짝 떼어 놓고 말했다.",
耳が急激に熱くなるのを感じる。,耳朵一下子开始发烫。,귀가 순식간에 달아오른다.,
「ともき……」,“智纪……”,「토모키…….」,
もう何も言わなくていいから、そのまま空をみてほしい。,真希望由依奈就此打住，不要继续说了。,"더 이상 아무 말도 필요 없으니까, 제발 이대로 하늘만 봤으면 좋겠다.",
心臓は破裂するくらい大きく脈打ってるし、先輩はきっと後ろでニヤニヤしている。,我的心脏狂跳不止，学姐肯定在我身后窃笑。,심장이 찢어질 것처럼 두근거린다. 뒤에서는 분명 선배님이 히죽거리고 있겠지.,
「ともき」,“智纪。”,「토모키.」,
ぼくが返事しなかったのか、ユエナはもう一度ぼくの名前を呼んだ。,因为我没有回答，所以由依奈又叫了我一声。,대답을 기다리던 유에나가 다시 내 이름을 부른다.,
「な、なに」,“什、什么事？”,"「어어, 왜?」",
すっと小さくユエナが息をすうのが聞こえた。,由依奈轻轻吸了一口气。,유에나가 조그맣게 숨을 들이쉰다.,
「まんじゅう、まだ？」,“什么时候能吃馒头？”,"「만쥬, 아직이야?」",
「……」,“……”,「…….」,
「ともき？」,“智纪？”,「토모키?」,
「うん、食べよっか」,“嗯，现在就吃吧。”,"「응, 지금 먹자.」",
先輩が後ろで必死に笑いを堪えているのを聞きながら、先輩の鞄を勝手にあさって饅頭をとりだす。,我听到学姐在后面拼命憋笑，同时自己伸手从学姐的包里拿出了馒头。,선배님이 뒤에서 죽을 힘 다해 웃음을 참고 있다. 나는 그 수치스러운 소리를 들으며 선배님의 가방을 멋대로 뒤져 만쥬를 꺼냈다.,
初めて生で、花より団子を見た気がした。,第一次见到这么务实的人，再肉麻的话也不如先吃馒头。,금강산도 식후경. 옛말에 틀린 것 하나 없다더니.,
「はい、まんじゅう」,“给你，拿着吧。”,"「자, 만쥬.」",
「いただきます」,“我开动了。”,「잘 먹겠습니다.」,
ユエナはおいしそうにまんじゅうを頬張る。,由依奈吃得津津有味。,유에나는 만쥬를 맛있게 먹기 시작했다.,
ぼくの精一杯の勇気を返せ！　そう叫んでやるつもりが、ユエナの嬉しそうな顔をみたらどうでもよくなった。,我好想大声抱怨刚才挤出的勇气都是白费力气，但看到由依奈开心的模样就感觉心满意足了。,"내 열심히 쥐어짠 용기 어떻게 할 거야! 하고 소리치고 싶지만, 유에나가 좋아하는 것을 보니 불만이 싹 날아갔다.",
「しょうねーん、わたしは」,“少年，我……”,"「소년, 나는?」",
「はい、可愛いですよ。それと饅頭ですね、取りますはいどうぞ！お茶もいれました、はいどうぞ！」,“是是是，你很可爱。馒头我拿来了，茶也泡好了，吃吧！”,"「네, 귀여워요. 그리고 만쥬요, 네, 가져왔습니다, 여기요! 차도 있네요, 드세요!」",
きっとこれから言うだろう先輩の言葉を全部先回りして用意する。,我早就猜到学姐会说些什么，把回答都准备好了。,선배님이 할 말들을 예상해 전부 선수를 쳤다.,
「ふむ、残念」,“唔，真可惜。”,"「흠, 아쉽군.」",
本当に残念なのか残念じゃないのか分からない声だった。,听不出学姐到底是不是真心觉得遗憾。,정말로 아쉬운 건지 아쉽지 않은 건지 모르겠다.,
ぼくも饅頭をいただきお茶をいれる。,我也跟着开始喝茶吃馒头。,나도 내가 먹을 만쥬와 차를 준비했다.,
なんとも不思議な天体観測だ。,今晚的天文观测，真是一次奇妙的体验。,최고로 이상한 천체 관측이다.,
「そういえば、望遠鏡で遠花火をみたら、正体分かったりしないですかね」,“对了，如果用望远镜观察空焰火，也许就能搞清楚其中的秘密了。”,"「그러고 보니 망원경으로 별꽃을 본다면, 그래도 정체를 알 수 없을까요?」",
「失明するぞ」,“眼睛会瞎的。”,「실명당할 거다.」,
「あ、そっか」,“啊，对哦。”,"「어, 그런가.」",
ごもっともな答えだ。,学姐所言极是。,지당하신 말씀이다.,
「……」,“……”,「…….」,
「ほんとなんなんでしょうね、あれ」,“空焰火到底是怎么回事呢？”,"「정말로 정체가 뭘까요, 그거.」",
ユエナがリスのように頬をふくらませながら話を聞いている。,由依奈吃得腮帮子都鼓了起来，安安静静在旁边听着。,유에나가 다람쥐처럼 볼을 부풀리며 이야기를 듣는다.,
「図鑑や資料ではこの惑星からずっと先の星のことまで分かってるのに、肉眼で見える遠花火のことはあまり分かっていないのは不思議ですよね」,“哪怕是距离地球十分遥远的星球，图鉴和资料上都有会有相关的知识，然而人类却对肉眼可见的空焰火知之甚少，真是不可思议。”,"「지구에서 훨씬 떨어진 별까지도 관찰하는 시대에, 육안으로도 보이는 별꽃을 해명하지 못한다는 게 참 이상하죠. 」",
「宇宙のおおよそのことは分かってないとはいえ、ここからずっと何光年先のことは少し分かっているのに」,“即便宇宙中的奥秘大部分都没有解开，但明明连许多光年外的事物都已经有所了解。”,"「인간은 우주의 극히 일부분밖에 알 수 없지만 그래도 몇 광년 떨어진 별도 연구하는데.」",
「なのに遠花火は未だに分かっていない。……不思議すぎますよ」,“可是空焰火却依然是个谜团……太不可思议了。”,「그런데도 아직까지 별꽃이 무엇인지 판명되지 않았다는 게. ……너무 신기해요.」,
「まったくその通りだな。だがそれも魅力の一つではないかな。だからこそ、夜空を見上げれば遠花火を探してしまうものだよ」,“是啊，但这也是它的魅力之一。正因为空焰火的神秘，我们才会在仰望夜空时不自觉地去寻找它。”,「정말 동감이다. 하지만 그것도 하나의 매력이 아닐까. 그래서 밤하늘을 보며 별꽃을 찾게 되는 거야.」,
「そういえばユエナくんは遠花火の正体は知りたくないらしいな」,“对了，由依奈好像不想知道空焰火的秘密吧？”,「그러고 보니 유에나 군은 별꽃의 정체를 알고 싶지 않은 것 같던데.」,
「……うん」,“……嗯。”,「……응.」,
ユエナが頷く。,由依奈点点头。,유에나가 끄덕인다.,
先輩にはユエナのことを話した時にちょっとだけその事を話した。,我之前将由依奈的事情告诉学姐的时候，稍微提到过这件事。,선배님과 유에나 이야기를 할 때 잠깐 그 이야기도 했었다.,
「こういう話は嫌いか？」,“你不喜欢这种话题吗？”,「이런 이야기는 싫어하나?」,
「……」,“……”,「…….」,
ユエナが首を横にふる。,由依奈摇摇头。,유에나가 고개를 가로젓는다.,
「ともき、詩乃が知ってくれるなら、それでいい」,“你们两个的话，讲这种话题也没有关系。”,"「토모키, 우타노가 알아 준다면, 그거면 돼.」",
「ユエナは、誰か知らない人から教えられるんじゃなくて、ぼくらから教えてほしいみたいです」,“看来由依奈想从我们这里知道空焰火的知识，而不是从陌生人身上得知。”,「유에나는 다른 모르는 사람이 아니라 우리가 알려줬으면 하나 봐요.」,
たしかそんなことをあの夜に言っていた気がする。,我记得那天晚上由依奈是这么说的。,그날 밤에 분명 그런 말을 했던 것 같다.,
「ふむ、そうだったか。なら遠花火の正体を探ることを、今後の言の葉サークルの最重要議題にせねばな」,“嗯，这样啊。那么我们茶言阅社今后最重要的议题，就是探寻空焰火的秘密。”,"「흠, 그렇군. 그럼 앞으로 말소리 서클은 별꽃의 정체를 알아내는 것을 최대 중요 의제로 삼아야겠구나.」",
「あ、それいいですね」,“啊，这个主意不错。”,"「아, 그것도 괜찮네요.」",
とてもいい議題だ。たまに自分でも調べてみたりしているけど、先輩とそういう話ができるのは嬉しい。,这个议题很棒。我自己偶尔也会调查一下，能跟学姐探讨这种话题让我很开心。,굉장히 좋은 의제다. 가끔 혼자서도 조사해 보곤 하는데 선배님과 그런 이야기를 할 수 있다면 더할 나위 없다.,
「あ」,“啊。”,「아.」,
隣でユエナが声をあげる。,由依奈叫出了声。,옆에서 유에나가 감탄사를 흘렸다.,
先輩も声をあげていた。,学姐也异口同声。,선배님도 목소리를 흘린다.,
ぼくも声をあげそうになった。,我也并不例外。,나도 소리가 튀어나올 뻔했다.,
「見えたか？」,“看到了吗？”,「다들 봤나?」,
「もちろんです」,“嗯。”,「그럼요.」,
「見えた」,“看到了。”,「봤어.」,
ぼくらは頷いて、じっと夜空を凝視する。,我们点点头，目不转睛凝望着夜空。,우리는 한마디씩 주고받은 뒤 밤하늘을 응시했다.,
今ぼくらの上を、一つの流星が駆け抜けた。,刚才，有一颗流星从上空划过。,지금 저 하늘 위로 별똥별 하나가 지나갔다.,
遠花火ではなかったけど、流星群の時期じゃないのに肉眼で見れることができるなんてレアだ。,虽然不是空焰火，但在非流星雨时期能用肉眼看到流星本身就很稀奇了。,"별꽃은 아니었지만, 유성우 시기가 아닌데도 육안으로 보이는 것은 드문 일이다.",
「美しいな」,“真美啊。”,「아름답구나.」,
「うつくしい……」,“好美……”,「아름다워…….」,
ユエナが空を見つめている。,由依奈注视着天空。,유에나가 하늘을 바라보고 있다.,
その横顔は儚く端麗なものだった。,她的侧脸端庄秀丽，有种缥缈的气质。,그 옆모습이 찬연하고 아름답다.,
その後ももう一度流れ星がみえないか、もしくは遠花火でも見えないか待ってみたがどちらも見ることはできなかった。,之后我们继续等待着流星与空焰火的出现，但都没有如愿。,"이후에 다시 별똥별을, 어쩌면 별꽃을 볼 수 있지 않을까 기다려 보았지만 둘 다 나타나지 않았다.",
「見えない……」,“看不到了……”,「안 보여…….」,
「仕方ないよ、流星群の時にまた見よう。時期でもないのに一つみられただけでもかなり運がいいよ」,“没办法，等到流星雨的时候再来看吧。现在不是流星多发的时期，能看到一颗已经很走运了。”,「어쩔 수 없지. 유성우 때 다시 보자. 때가 아닌데도 본 게 운이 좋은 거야.」,
「うん……。遠花火も、見えない」,“嗯……也没看到空焰火。”,"「응……. 별꽃도, 안 보여.」",
ユエナが空へ手を伸ばす。,由依奈向着天空伸出手。,유에나가 하늘로 손을 뻗는다.,
「ここまで見れない、正体が分からないとなると何か隠されているように思ってしまうな」,“空焰火来历不明又神出鬼没，简直让人怀疑有些真相被隐藏起来了。”,「이렇게나 보기 어렵고 정체도 알 수 없으니 뭔가가 숨겨져 있다는 생각도 드는구나.」,
「へ、へえ」,“是、是吗？”,"「오, 오오.」",
「なんだ？」,“怎么了？”,「뭐냐?」,
先輩に睨まれる。,学姐瞪了我一眼。,선배님이 째려본다.,
「いえ、先輩でもそういうこと考えるんだなと思いまして」,“没什么，只是没想到学姐也会有这种想法。”,「선배님도 그런 생각을 하시는구나 싶어서요.」,
そういう陰謀論みたいなものは中学生男子が考えるものとばかりだと思っていた。,我还以为只有初中生年纪的男孩子才会有这种类似阴谋论的想法。,그런 음모론은 남자 중학생들이나 상상할 것이라 생각했다.,
「存外、社会や世界なんて大きなものは、我々が預かり知らぬところで動いているものだよ」,“社会与世界这样的庞然大物，其实都在暗地之中悄然运转。”,「원래 사회나 세계처럼 커다란 존재는 우리가 인지할 수 없는 곳에서 움직이는 법이야.」,
「もっとも、その大きなものに我々が全くの無関係というわけではないが、もしかしたらそれに一部関わっているからこそ、見るのが難しいかもしれんな」,“虽然我们与这些庞然大物并不是毫无关系，但可能正因为我们身在其中，才会很难看清真相。”,"「그 커다란 세계와 우리가 완전히 무관하지는 않지만, 오히려 일부 관련되어 있기 때문에 더더욱 보기 어려운 것일지 몰라.」",
先輩が髪をはらう。,学姐撩了撩头发。,선배님이 머리카락을 넘긴다.,
「つまり、鏡がなければ自分の顔は分からないようなものだ」,“比如没有镜子的话，就没有办法知道自己的长相。”,"「즉, 거울이 없으면 본인 얼굴도 알 수 없다는 뜻이지.」",
「はぁ」,“呃……”,「네에.」,
難しくてぼくには理解できない。,学姐说得太复杂了，我完全无法理解。,어려워서 내 머리로는 이해할 수 없다.,
「真実というのは、それになんの関わりもない外の者にしか分からないこともあるということさ」,“有时候，真相只有站在局外的人才能知晓。”,"「때에 따라 진실이란, 아무런 관련 없는 제3자만이 직시할 수 있는 법이야.」",
「……んっ」,“……嗯。”,「……응.」,
隣でユエナが小さく頷くが、本当に理解しているのだろうか。,由依奈在旁边点了点头，她真的听明白了吗？,옆에서 유에나가 조그맣게 끄덕인다. 정말로 이해한 것일까.,
怪しい。,我很怀疑。,의심스럽다.,
ふふっと先輩は笑って腕を組んだ。,学姐笑着抱起胳膊。,선배님이 후훗 웃으며 팔짱을 낀다.,
「ユエナ、今の理解できた？」,“由依奈，刚才这些你听懂了吗？”,「유에나. 지금 내 말을 이해했나?」,
「ん、わたしも私の顔は分からない」,“嗯，我也不知道自己长什么样子。”,"「응, 나도 내 얼굴은 몰라.」",
ユエナは自分の頬を両手で包む。多分理解していない。,由依奈将手掌贴在脸上，大概是没明白学姐话中的深意。,유에나가 자기 볼을 두 손으로 감쌌다. 아마 이해 못한 모양이다.,
「見せてあげるよ」,“那我来帮你。”,「보여 줄게.」,
ぼくはスマホを取り出してカメラを機能を立ち上げる。,我掏出手机，打开了摄像头。,나는 스마트폰을 꺼내 카메라 기능을 켰다.,
内カメラにしてユエナに画面を見せた。,然后设置成前置摄像头，将屏幕对准由依奈。,그리고 전면 카메라 모드로 바꾸어 유에나에게 화면을 보여준다.,
「はい、ユエナの顔」,“你看，这就是你的脸。”,"「자, 유에나 얼굴.」",
「……おぉ」,“……噢噢。”,「……오오.」,
なんだか心の底から感心しているようにみえる。,由依奈仿佛发自真心在感慨。,어쩐 일인지 진심으로 감탄하는 것처럼 보인다.,
ユエナも案外ノリの良い性格をしているんだなあとぼくは思った。,我不禁心想她还挺风趣的，这么配合我的玩笑。,"유에나가 의외로 상황에 잘 맞춰 주는 성격이구나, 나는 생각했다.",
ユエナは画面をずっと凝視して、指先を画面に触れる。,她直勾勾盯着屏幕，然后伸手点了一下。,유에나는 화면을 빤히 응시하다가 손끝으로 화면을 건드렸다.,
カシャッ。,咔嚓。,찰칵.,
シャッター音が鳴り、フラッシュが焚かれた。,闪光灯伴随着快门声一起亮了起来。,셔터 소리와 함께 플래시가 터진다.,
「わわわっ！」,“哇哇哇！”,「와아앗!」,
ユエナが大げさに驚く。,由依奈大吃一惊。,유에나가 호들갑스럽게 놀란다.,
そしてぼくを睨みながらじりじりと後ずさりしていく。,她对我怒目而视，连连后退了几步。,그리고 나를 노려보며 슬금슬금 뒷걸음질치기 시작했다.,
「それは自業自得だと思う」,“这是你自作自受啊。”,「이건 자업자득 같은데.」,
「……んんー」,“……唔。”,「……으으ー」,
まだ睨まれてる。,她又瞪了我一眼。,아직도 노려본다.,
「はっはっは、ユエナくん、残り一つは少年が食べるはずだった饅頭、食べていいぞ」,“哈哈哈，由依奈，剩下一个馒头本来是给他的，现在归你了。”,"「하하하. 유에나 군. 소년이 먹을 마지막 만쥬, 네가 먹어도 좋아.」",
「えっ、なんで！？」,“为什么啊？！”,"「아니, 왜요!?」",
ユエナは脱兎のごとく饅頭に手をのばし、もぐもぐと食べ始める。,由依奈电光石火般伸手抢过馒头，开始大口咀嚼。,유에나가 토끼처럼 잽싸게 만쥬로 손을 뻗어 오물오물 먹기 시작했다.,
「それぼくの！」,“那是我的！”,「그거 내 건데!」,
「んふふっ、ボクの〜」,“嘿嘿，归我了～”,"「으흐흥, 내 거~」",
ユエナはパクッと饅頭を口に放り込んで、リスのような顔をした。,由依奈把馒头塞进嘴里，就像松鼠一样鼓起了脸颊。,유에나는 만쥬를 홀랑 입 안으로 던져 넣고 다람쥐처럼 볼을 빵빵하게 부풀렸다.,
「くっ、先輩！」,“唔，学姐！”,"「큭, 선배님!」",
「君が悪い」,“这是你的错。”,「네 잘못이다.」,
先輩を睨むとその一言だった。,我不满地看向学姐，她则这样回应了我。,선배님은 짧게 한마디만 할 뿐이었다.,
「まあ、もう少し寝ころんで空をみたまえ。ユエナくんもだ」,“好啦，再躺下来欣赏一会儿夜空吧，由依奈也一起。”,"「자, 조금만 더 누워서 하늘을 보자. 유에나 군도.」",
先輩がぼくの袖を引っ張る。,学姐拉住我的袖子。,선배님이 내 옷자락을 끌어당긴다.,
仕方なくぼくはまたごろんと寝ころんだ。,我只好无奈地再次躺下。,나는 하는 수 없이 다시 누웠다.,
「ん、わかった」,“嗯，知道了。”,"「응, 알겠어.」",
ユエナも寝ころぶ。,由依奈也跟着躺下。,유에나도 눕는다.,
まだ少し温かいアスファルトの温度が背中から伝わる。なんで今それを感じたんだろう。そう思うと、,后背传来沥青残余的温度，我不禁疑惑为什么现在会感受到这种东西。,아직 따스한 아스팔트 온기가 등으로 전해진다. 왜 이제 와서야 이런 감각을 느낀 것일까. 그때였다.,
「なあ、わたしはあと何度、この空を見られるだろうか」,“你们说，我还能再看这片天空多少次呢？”,「나는 앞으로 몇 번 더 이 하늘을 볼 수 있을까.」,
先輩はぼくの手をぎゅっと握ってきた。,学姐紧紧握住了我的手。,선배님이 내 손을 꼭 잡는다.,
「どういう、ことです？」,“什么意思？”,"「무슨, 말씀이세요?」",
手を握られたことにどきりとする。,学姐突然握住我的手，吓了我一跳。,선배님의 손길에 순간 가슴이 두근거렸다.,
「質問の通りだよ。あと何度、この夜空を見られるのかと聞いている」,“字面意思。我在问你们还能再看这片夜空多少次。”,"「질문 그대로의 의미야. 앞으로 얼마나 더, 이 밤하늘을 볼 수 있겠느냐고.」",
「知らない」,“不知道。”,「몰라.」,
隣でユエナが答える。,由依奈从我身旁回答道。,옆에 있던 유에나가 답한다.,
「何度でも見えると思います。空はずっとぼくらの上にあるわけですし」,“应该是无数次吧，天空永远都在我们的头顶啊。”,「몇 번이고 볼 수 있겠죠. 하늘이야 언제나 저희 위에 있으니까.」,
「そうだな。空はずっと上にある。ただ、それは昨日と同じ空ではない」,“是啊，天空永远都在我们的头顶。但今天的天空与昨天是不一样的。”,「그렇지. 하늘은 언제나 위에 있어. 하지만 그건 어제와 같은 하늘이 아니야.」,
「はい？」,“啊？”,「네?」,
「今わたしたちが見れる夜空も明日には見えなくなるのだよ。正確には、まったく同じ空というのはもう見られることができないんだ」,“我们现在看到的夜空，明天就再也看不到了。准确来说，是看不到完全一模一样的天空”,"「지금 우리가 보는 밤하늘도 내일이면 보이지 않게 되는 거야. 정확히 말하자면, 완전히 똑같은 하늘은 더 이상 볼 수 없지.」",
「そういうの、君たちは怖くなったりしないか？」,“你们不会对这种事感到害怕吗？”,「그렇게 생각하면 두렵게 느껴지지 않나?」,
「……」,“……”,「…….」,
「どうした、少年。急に黙って」,“少年，怎么突然不说话了？”,"「왜 그러나, 소년. 갑자기 조용해져선.」",
「い、いえ……先輩もなんか、弱音じゃないかもしれないですけど、そういうこと言うんだなって」,“没、没什么……虽然算不上丧气话，但我确实没想到学姐会这么伤感。”,"「아, 아뇨……. 나약하다는 뜻은 아니지만 선배님도 그런 말씀을 하시네요.」",
「言うさ、わたしは生きているのだからな……生きているのだよ。生きることは常になにかと戦っているようなものさ。だからこんなことも言う」,“当然会了，因为我们活在这世上啊……活着，就意味着总是在与某些事物作斗争。所以我也是会伤感的。”,「물론이지. 나는 살아 있으니 말이야……. 살아 있으니까. 삶이란 끊임없는 싸움과도 같아. 그러니 이런 말도 하지.」,
「それに、こうみえてもユエナくんと同じ女の子だからな、弱音くらいいうものだよ。な、ユエナくん」,“而且我好歹也和由依奈一样是个女孩子，当然会说些丧气话了。对吧，由依奈？”,"「그리고 이래 봬도 유에나 군과 같은 여자이니까, 나약한 소리 정도는 할 수 있잖아. 안 그런가, 유에나 군?」",
「んー？」,“嗯？”,「응ー?」,
「共感されてないじゃないですか」,“她好像没有产生共鸣啊。”,「공감하지 않나 보네요.」,
「ははっ、まあそれもいいさ。わたしたちは互いに似ていて、それでいて違うのだからな」,“哈哈，这样也挺好的。我们在相似的同时也保持着差异嘛。”,"「하하, 그래도 상관없어. 우리들은 서로 닮았지만, 그러면서도 다르니 말이야.」",
「うんうん」,“是啊是啊。”,"「응, 응.」",
「それには同意するんだ」,“这时候倒是同意了。”,「여기엔 동의하는구나.」,
ユエナは適当に相槌を打っているだけに思えてきた。,我感觉由依奈只是随口敷衍而已。,유에나는 적당히 맞장구치는 것처럼 보였다.,
「ともきも、詩乃も、生きているんだね。すごい」,“智纪、诗乃，你们都活在这世上啊，真厉害。”,"「토모키도, 우타노도, 살아 있구나. 대단해.」",
「すごい？」,“厉害？”,「대단해?」,
「ああ、わたしもすごいことだと思うよ。凄いんだ。だから、誰かが生きることを邪魔しちゃいけない、わたしが生きて、他人も生きているとはそういうことさ」,“是啊，我也这么觉得。所以我们不能去妨碍他人的生活，所有人都同样活在这世上。”,"「그래, 나도 대단하다고 생각해. 대단한 일이지. 그렇기에 다른 이의 삶을 방해해선 안 돼. 사람이 살아간다는 건 그런 거야.」",
「簡単に思えて、結構難しいですね」,“本来以为很简单，其实还挺复杂的啊。”,「단순한 이야기지만 참 어려운 일이네요.」,
「そういうものだよ」,“就是这样的。”,「그런 법이지.」,
「……うん、とても、むずかしい」,“……嗯，非常复杂。”,"「……응, 굉장히, 어려워.」",
「……ふふっ」,“……呵呵。”,「……후훗.」,
先輩がぼくの手のひらを、まるで何かを確かめるように、認識するように、こねこねと握る。,学姐反复揉捏我的手，仿佛在确认、了解某些事情。,"선배님이 내 손바닥을 꼭 잡는다. 마치 무언가를 확인하듯이, 인식하듯이.",
ちょっとくすぐったい。,感觉有些不好意思。,좀 간지럽다.,
「今日と同じ空を明日には見ることができなくて、それでいて明日は空を見れない可能性もある。そういうのはわたしは怖いのだよ」,“明天不光看不到和今天一样的天空，也可能连明天的天空也没有机会看到。我对这种事情感到害怕。”,「내일이 되면 오늘과 같은 하늘을 볼 수 없어. 그리고 내일에는 하늘을 보지 못할 가능성도 있지. 난 그게 두려운 거야.」,
「一日一日積み上げる感覚は、裏を返せば、その一日一日を後ろへ後ろへと追いやっていることに近い。過去をさらに過去へと置き去りにしている感覚だ」,“每天的积累，换言之也是每天的消逝。感觉过去的事情也变得更加遥远了”,"「하루하루 무언가를 쌓아 간다는 건, 다르게 생각하면 그 하루하루를 계속해서 뒤편으로 밀어내는 것이기도 해. 과거를 더욱 먼 과거로 보내는 기분이랄까.」",
「時間とは残酷なものだとわたしは思う。嬉しい事さえ過去にして、辛かったことでさえ、それがあったという事実を永遠に過去に縛り付けておく」,“时间是多么残酷。无论喜悦还是悲伤，都会永远成为过去。”,"「시간이란 참 잔혹한 것이라 생각해. 기쁜 일도 괴로운 일도 과거가 되고, 그 모든 것이 존재했다는 사실을 영원한 과거 속에 묶어 놓지.」",
「わたしが生きているのは、今なのにな」,“我们明明生活在当下。”,"「내가 살아 숨 쉬고 있는 것은, 바로 지금인데 말이야.」",
手を握る先輩の手にぎゅっと力が入る。,学姐更加用力握住了我的手。,마주잡은 선배님의 손에 힘이 들어간다.,
「あの……」,“那个……”,「저기…….」,
何かを言わないと、ぼくはそう思う。,我感觉自己该说些什么。,무슨 말이라도 해야 할 것 같았다.,
「なにかな」,“怎么了？”,「왜 그래?」,
けれど何も言えない。,但却什么都说不出口。,하지만 아무 말도 할 수 없다.,
先輩が、こういうことを言う人だとは思わなかった。失望ではなく、驚愕。,学姐原来会抒发这样的感伤。我感受到的不是失望，而是错愕。,"선배님이 이런 말을 할 것이라고는 생각지 못했다. 실망이 아니라, 놀라움.",
ぼくは、先輩は無敵な人だとそう思っていた。だからこういう時に、かけるべき言葉を用意していない。考えることさえもできない。,我一直认为学姐的性格一往无前，所以从来没有准备过安慰她的话语，甚至没有想过会有这种场面。,나는 선배님이 무적이라고 생각했다. 그래서 이럴 때에 건네야 할 말을 준비하지 못했다. 생각조차 감히 할 수 없다.,
つくづくぼくは無力だと感じる。,越来越感觉到自己是多么无能。,나의 무력함을 절실히 느낀다.,
「すみません、何もないです……」,“抱歉，没什么……”,"「죄송해요, 아무것도 아니에요…….」",
「いや、こちらこそすまないな、こんな話をして。ユエナくん、わたしはいつもこんなやつではないからな。勘違いしないでくれたまえよ」,“不，我才应该道歉，不该说这种话的。由依奈，我平时不是这样的，你别误会”,"「아니, 나야말로 이런 얘기를 해서 미안하군. 유에나 군. 나는 평소에 이런 사람이 아니야. 오해하지 말도록.」",
「りょうかい、詩乃」,“好的，诗乃。”,"「알았어, 우타노.」",
「ありがとう。だけど、これは偽物のわたしだといういうつもりはないよ。これもちゃんとわたしだ。わたしのはずだ」,“谢谢，但我的意思不是说现在这样不是我的本性。这样的我也同样是我。”,「고맙다. 하지만 이런 모습을 가짜라고 치부할 생각도 없어. 이것도 분명히 나야. 나일 거야.」,
「なんだろうな、夜というのは本当の自分になれる気がするんだ」,“怎么说呢，感觉夜晚能唤醒真正的自我。”,「참 신기해. 밤에는 진정한 내가 될 것 같은 기분이 들어.」,
「少年。女の子とはときどき感傷的になる生き物だ、覚えておきたまえよ」,“少年。女孩子就是时而会陷入感伤的生物，你要好好记住。”,「소년. 여자란 종종 감상에 빠지는 생물이다. 기억해 두도록 해.」,
「おぼえておきたまえよ」,“好好记住哦。”,「기억해 두도록 해.」,
ユエナまで真似してそういう。,连由依奈都模仿起学姐了。,유에나까지 흉내 내어 말한다.,
「分かりました、覚えておきます」,“知道了，我会记住的。”,「알겠어요. 기억할게요.」,
先輩が微笑む。,学姐朝我微笑。,선배님이 미소 짓는다.,
「さて、そろそろお開きとしよう」,“好啦，差不多该解散了。”,"「그럼, 슬슬 끝내기로 할까.」",
先輩が手を離す。気づけば夜も深まり始めている。,学姐松开了手。回过神来，夜已经要深了。,선배님이 손을 놓는다. 어느새 밤도 깊어지기 시작했다.,
どこかで聞こえていたいくつかのサイレンの音は収まりはじめ、ずっと遠くからわずかに聞こえていた電車が走るジョイント音も聞こえなくなっていた。,隐约传来的几道汽笛声渐渐变小，远处电车微弱的行驶声也随之消失。,"어디선가 들려오던 몇 사이렌 소리는 이제 그쳤고, 먼 곳에서 희미하게 들려오는 전철 소리도 사라졌다.",
先輩は望遠鏡も片付け始める。,学姐开始收拾望远镜。,선배님은 망원경을 정리하기 시작했다.,
ぼくもお菓子やカップラーメンのゴミを片付ける。,我也动手清理零食和泡面残留下来的垃圾。,나도 과자와 컵라면 쓰레기를 정리한다.,
「……」,“……”,「…….」,
ユエナはまだ饅頭をもぐもぐしていた。,由依奈还在嚼着馒头。,유에나는 아직 만쥬를 우물거리고 있다.,
「うむ」,“嗯。”,「음.」,
ほどなくして片付けは終わった。,没过多久，垃圾就收拾好了。,얼마 지나지 않아 정리를 마친다.,
