jp,cn,kr,en
「では、ユエナくんの入部を祝して、いただくとしよう」,“那么，为了庆祝由依奈加入社团，开动吧。”,"「그럼 유에나 군의 입부를 축하하며, 맛있게 먹도록 하자.」",
「いただきます」,“我开动了。”,「잘 먹겠습니다.」,
「いただきますっ」,“我开动了。”,「잘 먹겠습니다!」,
「いただきまーす」,“我开动了～”,「잘 먹겠습니다ー」,
手をあわせ三人でパフェを一斉に頬張る。,三个人一起舀起一勺芭菲塞进嘴里。,우리는 일제히 파르페를 향해 돌격했다.,
「ん〜〜〜〜〜っっ！」,“嗯～～～～～！”,「으응~~~~~!」,
歓声をあげ、ごくんと飲み込む。,发出欢喜的声音，然后咽下去。,기쁨의 탄성을 내지르며 꿀꺽 삼킨다.,
「おいしいっ！　ボクこれ好きっ」,“好吃！这个我喜欢！”,「맛있어! 나 이거 좋아!」,
「うむ、おいしいな」,“唔，确实很好吃。”,「음. 맛있구나.」,
ぼくも一番上のいちごを残しつつ、ぱくぱくと食べていく。,我留着顶上的草莓，大口大口吃起来。,나는 꼭대기에 위치한 딸기를 남겨 둔 채 덥석덥석 입에 넣었다.,
ファミレスのサイドメニューとはいえ美味しい。,虽然只是家庭餐厅的甜品，但味道很不错。,패밀리 레스토랑의 사이드 메뉴지만 굉장히 맛있다.,
「うん、確かにおいしい！　パフェなんて久しぶりに食べましたよ」,“嗯，确实好吃！好像很久没吃过芭菲了。”,"「응, 진짜 맛있다! 파르페는 오랜만에 먹어 봐요.」",
「わたしもだ」,“我也是。”,「나도 그래.」,
「いつも食べればいいのに、こんなにおいしいから」,“要是什么时候都能吃到就好了，这么好吃。”,「항상 먹으면 좋을 텐데. 이렇게 맛있는 걸.」,
ユエナはすでに半分以上平らげている。恐ろしいペースだ。,由依奈已经吃掉超过一半了，速度快得吓人。,유에나는 벌써 반 이상 먹어치웠다. 가공할 만한 페이스다.,
「ユエナくん、こういうのはたまに食べるから美味しいのだよ」,“由依奈，这种就是偶尔吃才觉得格外好吃。”,「유에나 군. 이런 건 가끔씩 먹기 때문에 맛있는 거야.」,
先輩もユエナとほぼ同じくらいのペースでぱくぱく食べている。,学姐也几乎和由依奈是一个速度。,선배님도 유에나와 거의 비슷한 페이스로 달리고 있다.,
「ん〜〜〜っ！」,“嗯～～～！”,「으응~~~!」,
「ん〜〜〜〜っ！」,“嗯～～～～！”,「음~~~~~!」,
二人の幸せそうな顔にぼくまで嬉しくなる。,两人一脸幸福的表情，感染地我也很开心。,두 사람의 밝은 얼굴을 보니 나까지 행복해진다.,
今日は先輩の奢りだそうだけど、いつかぼくもこの二人にパフェをごちそうしてやりたい。,今天是学姐请客，等哪天我也想请她们两个吃芭菲。,"오늘은 선배님이 사는 것이지만, 언젠가 나도 두 사람에게 파르페를 대접하고 싶다.",
さすがにこの量は無理だけど。,虽然请不起这么多。,아무리 그래도 이 양은 무리지만.,
「次はこれ」,“接下来是这个。”,「다음은 이거.」,
いつのまにか一つ目を食べ終わったユエナは二つ目に手を伸ばす。,不知不觉已经吃完了第一个的由依奈把手伸向了第二个。,벌써 하나를 비운 유에나가 두 번째 파르페로 손을 뻗는다.,
次は抹茶メインのパフェだ。,第二个芭菲是抹茶口味的。,이번엔 녹차 파르페다.,
「おぉ……おいしいっ」,“哦哦……好吃！”,「오오……. 맛있어.」,
これもユエナの口にあったそうだ。,看来这个也很合她口味。,이것도 유에나의 입에 맞은 모양이다.,
「ふむ、わたしも」,“唔，我也来。”,"「흠, 그럼 나도.」",
先輩も二つ目に突入。,学姐也吃上第二个了。,선배님도 두 번째에 돌입한다.,
「二人とも、すごいですね……」,“你们两个，好厉害啊……”,"「두 사람 다, 굉장한데요…….」",
二人が、二つ目の半分を平らげたところで、ようやくぼくが食べ終わる。,她们两人第二个都吃到一半，我才刚刚吃完。,"두 사람이 두 번째 파르페를 절반쯤 먹었을 때, 그제야 나는 하나를 다 먹었다.",
最後に残しておいたいちごをひょいと口にいれた。,把留到最后的草莓丢进嘴里。,마지막에 남겨 놓은 딸기를 입 안에 쏙 넣는다.,
ほどよい酸味が甘い口の中で溶けだす。,恰到好处的酸味融化在满是甜味的口中。,적당한 신맛이 달콤하게 혀 위를 적신다.,
「うまい」,“好吃。”,「맛있다.」,
ぼくは空になった容器にカランッとスプーンを入れ、手をあわせた。,我把勺子丢进空了的杯子里，双手合十。,나는 빈 그릇에 숟가락을 땡그랑 놓고 만족스레 숨을 토했다.,
「……」,“……”,「…….」,
ユエナが手をとめてぼくをじっと見ている。,由依奈的手停了下来，盯着我。,유에나가 숟가락질을 멈추고 날 쳐다보고 있다.,
「どうしたの、ユエナ？」,“怎么了，由依奈？”,"「왜 그래, 유에나?」",
「ともき、いちご、すごくおいしそうに食べてた」,“智纪，草莓，吃得非常香。”,"「토모키. 딸기, 엄청 맛있게 먹어서.」",
「そ、そう？　いちご、ふつうに好きだからね」,“有、有吗？我是挺喜欢吃草莓的。”,"「그, 그래? 딸기 좋아하는 편이니까.」",
なんだか見られていたのが恥ずかしい。,感觉被看着怪不好意思的。,보고 있었다니 좀 부끄럽다.,
「あと、最後は酸味のあるものでしめたいというか、口の中が甘ったるいとくどくなってくるし」,“还有，最后吃酸的是因为嘴里甜味太重了。”,"「그리고 마지막엔 산미 있는 음식으로 정리하고 싶달까, 입속이 달큰하면 산뜻하지가 않잖아.」",
「ふむ、同感だな」,“唔，我也有同感。”,"「흠, 동감이다.」",
先輩が頷いている。,学姐点了点头。,선배님이 끄덕인다.,
「ともき」,“智纪。”,「토모키.」,
「なに？」,“怎么了？”,「왜?」,
ユエナが自分のところからいちごをすくって、ぼくの空になった容器に一ついれる。,由依奈从自己的杯子里挑了颗草莓放进我吃玩了的杯子里。,유에나가 자기 파르페에서 딸기를 떼어 내 빈 그릇에 넣어준다.,
「たべて」,“吃吧。”,「먹어.」,
「いいの？」,“可以吗？”,「그래도 돼?」,
「うん。ともき、おいしそうに食べてたから」,“嗯。因为你看起来吃得很香。”,"「응. 토모키, 맛있게 먹었으니까.」",
ユエナがぶんぶんと頭を縦に振っている。,由依奈点着头。,유에나가 고개를 위아래로 힘차게 끄덕거린다.,
「あ、ありがとうユエナ。ありがたくいただくよ」,“谢、谢谢你，由依奈。那我就不客气了。”,"「고, 고마워. 고맙게 먹을게.」",
ユエナからもらったいちごを頬張る。,我把由依奈给我的草莓吃进嘴里。,유에나가 준 딸기를 입속으로 가져간다.,
――美味しい。,——好吃。,――맛있다.,
「んふふっ。おいしいね」,“哎嘿嘿。很好吃呢。”,「우후후. 맛있지.」,
正面に座るユエナが微笑んでいた。,坐在我对面的由依奈露出微笑。,정면에 앉은 유에나가 미소 짓는다.,
「こどもだな、少年」,“真是个孩子呀，少年。”,"「어리구나, 소년.」",
「い、いいじゃないですか！　だっていちご……」,“那、那又怎样？毕竟草莓……”,"「뭐, 뭐 어때서요! 딸기는…….」",
いちごは美味しいじゃないですか、と言おうとしてとどまる。,草莓很好吃啊——但我还没有说完。,"딸기는 맛있잖아요, 라고 말하려다 멈춘다.",
「先輩、それは？」,“学姐，你这是？”,"「선배님, 그건?」",
「無論、いちごだが」,“当然是草莓呀？”,「물론 딸기다.」,
「それはわかりますよ。先輩もくれるんですか？　なら容器に……」,“那我当然知道。你这是也要给我吗？那就放杯子里……”,「그건 알겠는데요. 선배님도 주시는 건가요? 그럼 그릇에…….」,
「なにを言うか、口を開けたまえ」,“说什么呢？快点张嘴。”,「무슨 소릴 하는 거냐. 입을 열도록.」,
先輩はスプーンでいちごをすくって、下に手を添えている。,学姐用勺子舀起草莓，伸手在下面接着。,"선배님이 숟가락으로 딸기를 떠서, 그 아래를 손으로 받치고 있다.",
それをずいっと出して、食べろと目が言っている。,朝我伸过来，同时露出让我赶紧吃的眼神。,그리고 받아먹으라고 눈빛으로 말한다.,
空の容器を先輩に近づけるもそれは無視された。,旁边的空杯子完全被她无视了。,빈 그릇을 선배님께 내밀었지만 무시당했다.,
「あーん」,“来，啊～”,「아ー」,
「そこまで子供じゃありませんよ！」,“我才没有那么幼！”,「그 정도로 어린애는 아니거든요!」,
「気にするな、少年」,“别在意呀，少年。”,"「개의치 마라, 소년.」",
「気にするんですが」,“肯定在意啊！”,「어떻게 신경을 안 써요.」,
「ともき、はやく」,“智纪，快点。”,"「토모키, 얼른.」",
ユエナもスタンバイしている。,由依奈也准备好了。,유에나도 대기하고 있다.,
よくみると手がぷるぷるしていて今にも落ちそうである。,而且手晃来晃去感觉随时会掉。,자세히 보니 손이 파르르 떨려 당장이라도 떨어질 듯하다.,
「後がつまっているんだ、はやくしたまえ」,“后面排着队呢，快点吧。”,「벌써 정체가 생기지 않았나. 어서 하도록.」,
「え、ええ！　ほんとにするんですか！？　へんなこと言わないでくださいよ？」,“哎、哎哎！真的要这样吗？！你可别说奇怪的话啊？”,"「아, 아니! 진짜로 하라고요!? 이상한 말 하시면 안 됩니다?」",
「言うものか」,“不会说的。”,「할 리가 있나.」,
こんなところ誰かにみられたら殺される。,这要是被谁看到会被杀掉的。,누군가 이걸 본다면 살해당할 것이다.,
ぼくは意を決して、先輩が差し出すいちごと、ユエナの差し出すいちごを続けて咥えた。,我做好觉悟，把学姐和由依奈递过来的草莓都吃掉了。,"나는 굳게 결의하고 선배님이 내민 딸기, 유에나가 내민 딸기를 연속해서 머금었다.",
嬉しいよりも恥ずかしい。,虽然开心，但是超羞耻的。,기쁘다기보다는 부끄럽다.,
イチゴの酸味よりも、金属製のスプーンの冷たさが口に残る。,嘴里残留的不是草莓的酸味，而是金属勺子的冰冷。,딸기의 신맛보다 금속 숟가락 특유의 냉기가 입속에 남는다.,
「どうだ、少年。うまいか？」,“怎么样，少年？好吃吗？”,"「어떤가, 소년. 맛있나?」",
「うまいか？」,“好吃吗？”,「맛있나?」,
ずいっとテーブルに身を乗り出して二人が聞いてくる。,两人整个趴在桌子上问我。,두 사람이 테이블 위로 몸을 쑥 내밀고 묻는다.,
「たいへん、おいしゅうございましたでございます」,“真的着实是非常美味的说。”,"「굉장히, 맛있습니답니다.」",
恥ずかしさから変な日本語になった。,过于羞耻说都不会话了。,민망함에 이상한 말이 튀어나왔다.,
「ふふっ、それはよかった」,“呵呵，那就好。”,"「후훗, 그렇담 다행이군.」",
「ともき、わたしもおいしい」,“智纪，我也觉得很好吃。”,「토모키. 나도 맛있어.」,
二人が笑い合うのを見ながら、恥ずかしいけれど、やっぱりぼくはこの時間が幸せだと思った。,我们相视而笑。虽然觉得很害羞，但这样的时光真的感觉很幸福。,"두 사람이 함께 웃는 것을 바라보며, 조금은 부끄럽지만, 역시 나는 이 시간이 행복하다고 생각했다.",
店員が呆れた微笑を浮かべながら最後の空の容器をさげていく。,店员带着惊愕的微笑收走了最后的杯子。,점원이 마지막 빈 그릇을 가져간다. 미소를 짓고 있었지만 은근히 충격을 받은 모양이었다.,
「ふぅ、食べたな」,“呼，吃饱了。”,"「후우, 잘 먹었다.」",
先輩がせもたれにどさっと身体を倒す。,学姐一下子靠在靠背上。,선배님이 등받이에 툭 몸을 맡긴다.,
「たべたたべた……しあわせぇ〜」,“吃饱了吃饱了……好幸福～”,「잘 먹었다……. 행복해~」,
ユエナもぽすっと背もたれに身体を倒した。,由依奈也慢慢整个人靠了上去。,유에나도 등받이에 몸을 뉘였다.,
「食べすぎですよ」,“你们吃太多啦。”,「너무 과식하셨어요.」,
ぼくはコーヒーをすすりながら呆れる。,我无语地喝着咖啡。,나는 커피를 홀짝이며 말했다.,
ユエナと先輩は結局、一人五つものパフェを食べた。この店にあるパフェの全種類だ。,最终由依奈和学姐每人吃了五个芭菲。店里所有口味都吃了一个。,유에나와 선배님은 결국 파르페를 각각 다섯 개나 먹었다. 이 가게에 있는 파르페 모든 종류를 말이다.,
テーブルに広がっていくパフェをみながら、それはまさしくテロだった。,满桌子的芭菲，这可真是芭菲突击了。,"테이블에 펼쳐진 파르페를 바라보면, 그건 그야말로 테러였다.",
「おいしかったかな、ユエナくん」,“真的非常好吃啊，是吧由依奈？”,"「맛은 어땠나, 유에나 군.」",
先輩が顔だけをユエナに向ける。,学姐把脸转向由依奈。,선배님이 얼굴만 유에나 쪽으로 돌려 묻는다.,
「おいしかった。ぱふぇてろっ」,“非常好吃。芭菲突击～”,「맛있었어. 파르페테러.」,
ユエナがピースをする。だんだんキレが増してきたように見えるのは気のせいだろうか。,由依奈比出V的手势。感觉看起来越来越让人火大了，不知道是不是我的错觉。,유에나가 브이 사인을 그린다. 기분 탓인지 점점 요령이 늘어가는 것처럼 보인다.,
「そろそろしたら帰るとしようか」,“差不多该回去了吧？”,「이제 슬슬 돌아가도록 할까.」,
「ですね。先輩、ごちそうさまです」,“是啊。学姐，多谢款待。”,"「그러죠. 선배님, 잘 먹었습니다.」",
「詩乃、ごちそうさま」,“诗乃，多谢款待。”,"「우타노, 잘 먹었어.」",
「ふふっ、ありがとう」,“呵呵，不客气。”,"「후훗, 나도 고맙다.」",
それから会計をしてぼくらは外にでる。,结完帐我们走出餐厅。,그 후 우리는 계산을 마치고 밖으로 나왔다.,
ファミレスでパフェだけのレシートをぼくは初めてみた。,我还是第一次见到只写着芭菲的家庭餐厅的小票。,나는 패밀리 레스토랑에서 파르페만 주문한 주문서를 살면서 처음으로 봤다.,
「うーんっ」,“唔嗯～”,「으음ー」,
先輩が大きく伸びをする。,学姐大大伸了个懒腰。,선배님이 크게 기지개를 켠다.,
「この季節の夕方は過ごしやすいな」,“这个季节感觉傍晚很舒服呢。”,「이 계절엔 저녁에도 다니기 편하구나.」,
「ええ、ほんとうですね」,“嗯，确实啊。”,"「네, 정말 그래요.」",
空は夕方の色をしている。,天空已经染上夕阳之色。,하늘은 주황색으로 물들었다.,
向こうに見える山の稜線に夕陽は落ちかかっている。,太阳正朝着对面的山脊间落下。,저 너머에 보이는 산등성이에 석양이 걸쳐 있다.,
しかしもうほとんど夏だ。まだ沈む気配はない。,不过基本已经是夏天了啊。太阳落山的速度很慢。,하지만 벌써 여름이 다 되어 간다. 아직 저물 기미는 보이지 않는다.,
「暮れなずむ夕陽とはこのことだな」,“这就是不落的余晖吧。”,「질 듯 말 듯한 석양이란 바로 이걸 두고 하는 말이로군.」,
先輩がそっと呟く。,学姐轻声说着。,선배님이 작게 중얼거린다.,
「さて、今日の言の葉サークルの活動はこれまでとしよう」,“好了，今天茶言阅社的活动就到处这里了。”,「그럼 오늘 말소리 서클 활동은 여기서 마치자.」,
遠くの景色を見ていた先輩がくるっと振り返る。,看着远方景色的学姐转过身来。,먼 경치를 바라보던 선배님이 빙글 돌았다.,
髪がなびく。,长发飘荡。,머리카락이 나부낀다.,
「はい」,“好。”,「네.」,
「はいっ」,“好。”,「네!」,
部長の言葉をきいて、ぼくら部員は元気よく返事をする。,社员们很有精神的向社长回话。,부장의 말에 우리 부원들이 힘차게 대답한다.,
「そういえば、これからユエナは？」,“说起来，由依奈你接下来去哪？”,「그나저나 유에나는 이제 어디로 가?」,
「屋上」,“屋顶。”,「옥상.」,
「やっぱユエナ屋上に住んでるの？」,“你果然是住在屋顶上吗？”,「역시 유에나는 옥상에 사는 거야?」,
「うん、ねこいるから」,“嗯，因为有小猫。”,"「응, 고양이 있으니까.」",
「な、なるほど」,“这、这样啊。”,"「그, 그렇구나.」",
それが住む理由になるんだろうか。,那能算是住下的理由吗？,그게 거기서 사는 이유인가.,
でもユエナは地球にきて住む場所なんてないし、仕方ないのかもしれない。,不过由依奈来到地球没地方住也是没办法。,하지만 유에나는 지구에서 살 곳이 없으니 어쩔 수 없는 선택이기도 하다.,
どうにかしてあげたいけれど、中学生のぼくにできることはなにもない。,虽然想给她帮忙，但我一个初中生根本没有能力。,어떻게든 해 주고 싶지만 중학생인 내가 할 수 있는 일은 없다.,
「今すぐに屋上は厳しいかもしれないな」,“现在马上去屋顶可能有点困难啊。”,「지금 바로 옥상에 가기엔 어려울지 모르겠어.」,
「どうして？」,“为什么？”,「어째서?」,
「遅くまで部活をやっている生徒がだいたい帰宅する時間だ」,“社团活动结束得晚的学生正好这个时间回家。”,「늦은 시각까지 동아리를 하던 학생이 귀가할 시간이거든.」,
「鉢合わせする可能性が高い」,“很可能被碰到。”,「마주칠 가능성이 높아.」,
「でもユエナはうちの制服きてますし、大丈夫なんじゃ？」,“但由依奈穿着校服应该没事吧？”,「그래도 유에나는 우리 교복을 입었으니 괜찮지 않을까요?」,
先輩が首を横に振る。,学姐摇了摇头。,선배님이 고개를 가로젓는다.,
「この時間に、三人が学校へ戻るというのはかなり目立つものだよ」,“这个时间三个人回学校非常显眼的。”,「이 시간에 세 사람이 학교로 돌아간다면 제법 눈에 띌 거야.」,
「それに、私が学校でどんな生徒なのかも、多少なり理解しているものさ」,“而且你应该挺清楚我在学校是怎样的学生吧？”,"「그리고 내가 학교에서 어떤 학생인지, 다소나마 알고 있을 테지.」",
先輩が腕を組む。,学姐抱起胳膊。,선배님이 팔짱을 낀다.,
確かに、先輩ほど名前と顔を知られている人が、みたこともない女子をつれて学校に戻ってきたら話題になるに決まっている。,确实，像学姐这么有名的人带着没见过的女生回到学校，肯定会引起议论。,하기야 선배님만큼 이름과 얼굴이 알려진 사람이 본 적 없는 여자애를 데리고 학교로 돌아온다면 분명히 이야깃거리가 될 것이다.,
そういうことを臆面もなくこの人はちゃんと言えるから凄い。,能毫不避讳地谈起这个话题，学姐还真是厉害。,본인 입으로 뻔뻔하게 그런 말을 할 수 있다니 역시 대단하다.,
「というわけだ、ユエナくんはわたしの家にきたまえ」,“所以说，由依奈就来我家吧。”,「그러니 유에나 군은 우리 집으로 오도록.」,
「え！？」,“哎？！”,「네!?」,
「んぇ？」,“嗯？”,「으에?」,
ぼくとユエナが同時に驚く。いや、ユエナはただ分かっていないようなだけだったけど。,我和由依奈都吃了一惊。不对，由依奈应该只是没搞清状况。,"나와 유에나가 동시에 놀란다. 아니, 유에나는 멋모르고 그러는 것 같지만.",
「なんだ少年、羨ましいか？」,“怎么了，少年？羡慕吗？”,"「왜 그러나, 소년. 샘나나?」",
先輩がニヤニヤしている。,学姐露出坏笑。,선배님이 히죽히죽 웃는다.,
「羨ましいとか、そういうわけじゃ……」,“倒也不是羡慕什么的……”,「그런 게 아니라…….」,
「少年もくるか？」,“少年你也要来吗？”,「소년도 오겠나?」,
「い、いきませんよ！」,“我、我不去！”,"「아, 안 가요!」",
「なんだそうか」,“不来呀。”,"「뭐야, 그러냐.」",
「ざんねんっ」,“真遗憾。”,「유감!」,
「ユエナまで……」,“由依奈你也这样……”,「유에나까지…….」,
まだ出会ったばかりのはずなのに、最近ユエナが先輩みたいになってきた気がする。気のせいでありたい。,明明才认识没多久，感觉最近由依奈的风格跟学姐越来越像了。希望是我的错觉。,만난 지 얼마 안 되지도 않았는데 요즘 유에나가 선배님처럼 변해 가는 느낌이 든다. 기분 탓이길 빈다.,
「ではユエナくん、わたしとともにきたまえ。少年はここで――」,“那由依奈就跟我来吧。少年，今天就——”,「그럼 유에나 군. 나와 함께 가도록 하자. 소년은 여기서――」,
「こんにちは」,“你们好。”,「안녕.」,
先輩を遮って、どこかで聞いたことのある声がする。,一个有些耳熟的声音打断了学姐。,어디선가 들어본 목소리가 끼어든다.,
声がした方を振り返ると、,我转过身去。,목소리가 난 쪽으로 돌아보자,
「――っ！？」,“——？！”,「――앗!?」,
少し前、ぼくらの言の葉サークルの部室にやってきて、ドアノブを破壊したあの女性がいた。,是刚才到茶言阅社的活动室弄坏了门的女人。,"조금 전 우리 말소리 서클을 찾아왔던, 손잡이를 부순 그 여성이 있다.",
真っ黒い車に乗っている。,她坐在一辆黑色高级车上。,새까만 차에 타고 있다.,
どうみたって怪しい。,怎么看都很可疑。,아무리 봐도 수상하다.,
「なんでしょうか？」,“你有什么事吗？”,「무슨 일이죠?」,
「ユエナちゃんのお迎えよ」,“我是来接小由依奈的。”,「유에나를 마중하러 왔어.」,
「ユエナちゃんって……」,“小由依奈……”,「마중이라니…….」,
淑やかな口調。,她口气很平和。,정숙한 어조.,
でも先ほど部室で、通信相手に向かって叫んでいたところを見るとどうもこの口調はつくっているようにしかみえない。,但刚在活动室见识到她对着通讯器乱叫的情景，现在她这个样子怎么看都像是装出来的。,하지만 부실에서 상대방에게 소리치던 모습을 본 뒤로는 가식적인 모습이라고밖에 생각되지 않는다.,
わざとらしい事この上ない。,简直太做作了。,부자연스럽기 짝이 없다.,
「お迎え？」,“接她？”,「마중?」,
「そうよ」,“没错。”,「그래.」,
ピーという電子音が響いて、後部座席のドアが自動で開く。,随着嘀的一声电子音，车后座的门开了。,삐 하는 전자음과 함께 후방 좌석 문이 자동으로 열렸다.,
それは乗りなさいという意思表示にもみえた。,看来意思是让由依奈上车。,어서 탑승하라는 의사 표현이다.,
「さあユエナちゃん、車に……」,“好了，小由依奈，上车……”,"「자, 유에나. 차에…….」",
そこまでいいかけて女性は通信機器に手を添える。,女性说到这的时候，把手放在耳边的通讯器上。,그때 여성이 통신기기에 손을 얹었다.,
「――なっ」,“……啥？”,「――뭣.」,
短く何かをいいかけて、一瞬顔をしかめてから、通信機器をはぎとって助手席になげた。,刚开口要说什么，突然皱了下眉头，接着就摘下通讯器丢在了副驾驶座位上。,짧게 뭐라고 말하려다가 순간 얼굴을 찌푸린다. 이내 통신기기를 떼어 조수석에 던진다.,
「さ、はやく乗りなさい」,“来，快点上车吧。”,"「자, 어서 타렴.」",
すごくわざとらしい口調だ。,语气无比做作。,굉장히 부자연스러운 말투다.,
ますます怪しい。,越来越可疑了。,점점 더 의심스럽다.,
「ユエナ、いかなくていいよ」,“由依奈，你不用过去。”,"「유에나, 갈 필요 없어.」",
「……」,“……”,「…….」,
ユエナはただ黙っている。,由依奈沉默着。,유에나는 침묵을 지켰다.,
「もう一度聞きますが、あなたが誰なのか教えていただきたいのだけれど」,“我再问你一次，希望你能告诉我你是什么人。”,「한 번 더 묻습니다. 당신이 누구인지 가르쳐 주셨으면 합니다만.」,
「いずれ分かるわ」,“你们会知道的。”,「조만간 알게 돼.」,
「――っ」,“——”,「――음.」,
先輩が顔をしかめる。,学姐皱起眉头。,선배님이 인상을 찌푸린다.,
「わかった」,“我知道了。”,「알겠어.」,
「え？」,“哎？”,「뭐?」,
唐突にユエナが車へ歩み寄る。,由依奈突然朝车走去。,불현듯 유에나가 차로 다가간다.,
「ユエナくん？」,“由依奈？”,「유에나 군?」,
ユエナは車の前まで行って立ち止まり、振り返る。,她站在车前面，转过头来。,유에나는 차 앞에 다다라 잠시 뒤를 돌아보았다.,
「詩乃、ともき、だいじょうぶ。ぱふぇてろっ」,“诗乃、智纪，没关系的。芭菲突击～”,"「우타노, 토모키. 괜찮아. 파르페테러.」",
ユエナはピースをして車の中に入っていった。,由依奈伸手比了个V之后坐进车里。,유에나는 브이 사인을 그리고 차 안으로 들어갔다.,
それと同時にドアは閉まる。,同时，车门关上了。,그와 동시에 문이 닫힌다.,
ドアのガラスはスモークになっていて、中の様子は分からない。,车门玻璃有雾化效果，看不到车里的情况。,차 유리가 검게 칠해져 내부는 보이지 않는다.,
「さようなら、東雲詩乃さん、ともきさん」,“再见了，东云诗乃同学，智纪同学。”,"「작별이야, 시노노메 양. 토모키 군.」",
教えてもないのに女性はぼくらの名前を呼ぶ。,我不记得又跟她报过名字。,가르쳐 주지도 않았건만 여성은 우리의 이름을 알고 있다.,
「まってください。ユエナを、どこにつれていくつもりですか」,“等一下。你要带由依奈去哪？”,"「잠깐만요. 유에나를, 어디로 데려가려는 거죠?」",
「それは言えないわ」,“这我不能说。”,「그건 말할 수 없어.」,
「なら、ユエナには、ユエナにはもう一度会えますか？」,“那，我还能再见到由依奈吗？”,"「그럼 유에나를, 유에나를 다시 만날 수 있나요?」",
嫌だ。こんなところでユエナとお別れなんて。,不要。我不要就这样和由依奈分别。,싫다. 이런 데서 유에나와 헤어지고 싶지 않다.,
ユエナが宇宙人だとしても、ユエナはもう言の葉サークルのメンバーなんだから。,就算她是外星人，但她已经是茶言阅社的一员了。,"유에나가 외계인이라 해도, 유에나는 이제 말소리 서클의 구성원이니까.",
だからここでお別れなんて――,所以我不要——,그러니까 여기서 헤어져서는――,
「当たりまえじゃない」,“那不是肯定的吗？”,「당연하잖니.」,
「へ？」,“哎？”,「에?」,
思わず声をあげる。,我不禁一愣。,나도 모르게 얼빠진 목소리가 나왔다.,
「明日も学校よ？　学生はさぼらず勉強しなさい」,“明天也得上学吧？是学生就别偷懒，好好学习。”,「내일도 등교잖아? 학생이라면 게으름 피우지 말고 공부하렴.」,
「は、はぁ……」,“啊、啊……”,"「네, 네에…….」",
思ってもいない返答に戸惑う。,预料之外的回答让我有些迷茫。,생각지도 못한 대꾸에 당황한다.,
「ではまた明日ね」,“行了，明天见。”,「그럼 내일 봐.」,
女性はウィンドウをあげて、車で去っていく。,女性关上车窗驾车离去。,여성은 창문을 연 채 떠나갔다.,
それをぼくと先輩は、その黒い車がみえなくなるまでじっと見守った。,我和学姐就这么看着黑车开走，直到消失在视线里。,우리는 검은 차가 보이지 않을 때까지 그 뒤를 지켜보았다.,
「先輩……」,“学姐……”,「선배님…….」,
先輩はもう見えないはずの、車がいった先を見つめている。,学姐依然朝着车开走的方向看着。,선배님은 차가 사라져 간 쪽을 응시하고 있다.,
やがて、「はぁ」と息をはいた。,最后，叹了一口气。,이윽고 「하아.」하고 한숨을 짓는다.,
「今は、あの人の言ったことを信じるしかないようだな」,“现在也只能相信那个人说的话了。”,「오늘은 저 사람이 한 말을 믿는 수밖에 없겠어.」,
ユエナは、一応は自らの意思で行ってしまったのだ。,由依奈是以自己的意志上车的。,유에나는 자신의 의사로 차에 탑승했다.,
先輩もちゃんとそれを理解している。,学姐也很清楚。,선배님도 그것을 분명히 알고 있다.,
「誰なんでしょう、あの人」,“那个人，到底是谁啊？”,「저 사람은 대체 누굴까요.」,
「無論、分からない」,“当然，不知道。”,「물론 알 수 없지.」,
「ですよね。それと先輩」,“也是啊。话说，学姐。”,「그렇겠죠. 그리고 선배님.」,
「どうした？」,“怎么？”,「왜 그러지?」,
言うべきか迷う。,我不知道该不该问。,이 말을 해야 할지 망설인다.,
でも、これはチャンスかもしれない。ユエナがいない今だからこそ、この話しはできる。,但也许这是个机会吧。现在由依奈不再我才能问这个问题。,하지만 지금이 기회다. 유에나가 없는 지금이기에 이 이야기를 꺼낼 수 있다.,
「ユエナは――敵、なんですか？」,“由依奈——是敌人吗？”,"「유에나는―― 적, 일까요?」",
「……」,“……”,「…….」,
部室であの人が言ったことだ。,那个人之前在活动室里说的——,부실에서 그 사람이 했던 말이다.,
「ユエナは――敵よ」,“由依奈——是敌人。”,※회상「유에나는―― 적이야.」,
風がふく。,一阵风吹过。,바람이 분다.,
その風は先輩の長い髪とリボンをはためかせていく。,吹动了学姐的长发和缎带。,바람이 선배님의 긴 머리카락과 리본을 휩쓸며 지나간다.,
やがて先輩はゆっくり口を開いた。,过了一会儿，学姐缓缓开口。,머지않아 선배님이 천천히 입을 열었다.,
「それも無論、わからないとしか言いようがない」,“当然，我只能说我不知道。”,"「그것도 물론, 알 수 없다고 밖에 못하겠어.」",
「だが」,“不过。”,「하지만.」,
「だが？」,“不过？”,「하지만?」,
「ユエナくんは、我々言の葉サークルの部員だ。それだけは間違いない」,“由依奈是我们茶言阅社的一员。这一点是不会错的。”,「유에나 군은 우리 말소리 서클의 부원이다. 그것만은 변함없어.」,
「そう、ですね。ええ、そうだと思います！」,“是、是啊。嗯，我也这么想！”,"「아, 맞아요. 그래요. 저도 그렇게 생각해요!」",
先輩が微笑む。,学姐笑了起来。,선배님이 미소 짓는다.,
「さ、帰るとしようか」,“好了，回去吧。”,"「자, 이만 돌아가자.」",
「はい」,“好。”,「네.」,
ぼくと先輩はそれぞれ帰路につく。,我和学姐各自走上回家的路。,나와 선배님은 각자 귀갓길에 올랐다.,
