jp,cn,kr,en
「違いますよ、ユエナちょっと貸して」,“不是啊，由依奈先把手机给我下。”,「아니에요. 유에나 잠깐만 줘 봐.」,
ぼくはユエナからスマホを受け取り画面を戻してユエナにまた返す。,我从由依奈手里拿过了手机，把页面恢复回去之后又把手机给了她。,나는 유에나에게서 스마트폰을 받아 화면을 되돌린 뒤 다시 건네주었다.,
ユエナは両手で受け取って、また真剣に見始めた。,由依奈双手接过之后，又认真地看了起来。,유에나는 양손으로 받아들고 다시 진지하게 몰입하기 시작했다.,
ぼくはユエナにスマホを渡してから、ふと思い出す。,我把手机给由依奈之后，忽然想到。,나는 스마트폰을 넘긴 뒤 문득 떠올랐다.,
「そういえば初めて会って、遠花火の動画を見せてた時、突然電話がなったのにすごい驚いてたのってユエナがスマホを知らなかったからなんだね、納得」,“说起来和由依奈初次见面时，我正要给她看空焰火的视频的时候，突然来了一通电话，由依奈当时很惊讶来着。那是因为她不知道手机啊，理解了。”,"「그러고 보니 처음 만났을 때 별꽃 동영상을 보여줬는데, 갑자기 전화가 온 걸 보고 깜짝 놀랐었지. 유에나, 스마트폰을 몰라서 그랬던 거구나. 오케이.」",
「ほぅ。我々の文明の利器が、こうやって異星人に興味をもたれると嬉しいものだな。わたしがつくったわけではないが」,“哦？我们的文明利器能像这样勾起外星人的兴趣还真是令人高兴啊。虽然不是我造的。”,「호오. 우리 문명의 이기가 이렇게 타 행성인의 흥미를 끌다니 기쁜 일이구나. 내가 만든 것은 아니지만 말이야.」,
「ですね。こうしているとなんだか本当にぼくらが地球人代表だという自覚がでてきます」,“是啊。这么看还真有种我们是地球人代表的感觉。”,「그러게요. 이러고 있으니 저희가 정말로 지구인 대표라는 느낌이 들어요.」,
世界の頭の良くて凄い人たちありがとうと感謝しながら、ぼくはスマホに夢中になるユエナを見つめる。,我向世界上脑子好的大人物们发出了感谢，同时看向了沉浸在手机中的由依奈。,"전 세계의 천재들에게 감사를 전하며, 나는 스마트폰에 열중하는 유에나를 바라보았다.",
「ともき」,“智纪。”,「토모키.」,
「ん？　なに」,“嗯？怎么了？”,「응? 왜?」,
「また」,“又来了。”,「또.」,
ユエナはまたどこかの広告をタップしてしまったようで、ふくれっ面でぼくにスマホを渡してきた。,看来由依奈又点到广告了，她鼓着脸把手机交给了我。,유에나는 또 어딘가 광고 버튼을 누른 듯했다. 뾰로통한 얼굴로 나에게 스마트폰을 내민다.,
「あ、あははは……慣れれば誤タップは減るんだけどね」,“啊、啊哈哈……习惯了之后误触就会减少了。”,"「아, 아하하하……. 익숙해지면 잘못 터치할 일도 줄어들 거야.」",
こればかりはなんだか本当に申し訳なくなる。,只有这点还真是抱歉了。,이것만큼은 정말 면목이 없다.,
「最近のウェブサイトは広告が多くてたまらんな」,“最近网上广告好多真让人受不了。”,「요즘 사이트는 광고가 많아서 힘들지.」,
先輩もちょっと呆れていた。,学姐也有点无话可说了。,선배님도 한숨을 지으며 말한다.,
ぼくは画面を戻してユエナに渡す。,我把页面恢复之后把手机交给了由依奈。,나는 화면을 돌린 뒤 유에나에게 주었다.,
「ん、ちょっと不便だけど、これ面白い」,“嗯，虽然有些不方便，不过这个很有趣。”,"「응. 조금 불편하지만, 이거 재밌어.」",
「ふふ、それは嬉しい限りだよ」,“嘻嘻，那可真是令人高兴极了。”,「후후. 그렇다면 기쁘기 그지없지.」,
先輩が髪をはらう。,学姐撩了下头发。,선배님이 머리카락을 넘긴다.,
「ユーフォ―も、面白い。でもわたしたちはあんなのには乗らない。乗ったこと、ない」,“幽浮也很有趣。不过我们不坐那个。没坐过那个。”,"「유ー포―도, 재미있어. 하지만 우리는 이런 걸 타지 않아. 탄 적, 없어.」",
「ユエナがそう言うならそうだね。そういえばユエナ以外の宇宙人もここに、地球にきてたりするの？」,“你既然这么说了那就是这样了。话说除了你之外，也有外星人来这里，地球吗？”,"「유에나가 그렇다면 그렇겠지. 그런데 유에나 말고 다른 외계인도 여기에, 지구에 와 있어?」",
「……」,“……”,「…….」,
ユエナが黙る。,由依奈一言不发。,유에나가 침묵한다.,
「ユエナ？」,“由依奈？”,「유에나?」,
「ボク以外は、来ていない」,“除了我之外，没有人来。”,"「나 외에는, 오지 않았어.」",
「そうなんだ」,“这样啊。”,「그렇구나.」,
「ではユエナくんはここに一人というわけか。我々地球は、宇宙人は大歓迎なのだがな」,“那么由依奈就是一个人来这里的啊。我们地球对外星人很欢迎的。”,「그럼 유에나 군은 이곳에서 혼자란 뜻인가. 우리 지구는 외계인을 대환영하지만.」,
「さすがにそれはないんじゃないかと」,“没有这回事的吧？”,「아무리 그래도 그건 아니지 싶은데요.」,
もし宇宙人が来たと報道でもされれば交戦か交友か、ものすごく揉めそうである。,如果有外星人来到地球的新闻报了出来，肯定会为是战是和吵得不可开交。,만약 외계인이 왔다고 보도되면 교전이냐 교우냐 옥신각신할 것이 뻔하다.,
「絶対反対する人、いると思いますよ」,“我感觉肯定会有反对的人。”,「반대하는 사람 분명히 있을 거예요.」,
「ふふ、そうだな。では、わたしたち二人は大歓迎だ。ユエナくんの友人、もしくは仲間がくることがあればここにきたまえ、歓迎しよう」,“哈哈，也是啊。那么就改成，我们两人是非常欢迎的。由依奈你的朋友或者伙伴如果要来的话就来这里吧。我们会欢迎的。”,"「후후, 그렇겠지. 그렇다면 다시. 우리 두 사람은 대환영이다. 유에나 군의 친구 또는 동료가 온다면 이곳으로 오도록. 환영할 테니.」",
先輩が胸をはる。,学姐挺起了胸。,선배님이 어깨를 쭉 편다.,
「まあ、わたしは今年で卒業だがな」,“只不过，我今年就要毕业了。”,"「뭐, 나는 올해로 졸업이지만 말이야.」",
「卒業？」,“毕业？”,「졸업?」,
「ああ。学校というものは一年ごとに学年があがり、やがては卒業していくものだ」,“嗯。在学校里每年会升一个年级，最后就会毕业。”,「그래. 학교란 곳은 1년마다 학년이 올라가서 마지막엔 졸업을 하게 된다.」,
「卒業すると、どうなる？」,“毕业，会怎么样呢？”,"「졸업하면, 어떻게 돼?」",
「ここの生徒ではなくなる。この部室には、これなくなるな」,“就不再是这里的学生了。这个活动室也就来不了了。”,「이곳 학생이 아니게 되지. 이 부실에도 올 수 없게 될 거야.」,
「そう……へんなの」,“是吗……真是奇怪。”,「그래……. 이상해.」,
ユエナは悲しそうに言葉をもらした。,由依奈有些悲伤地说到。,유에나가 쓸쓸한 어조로 중얼거린다.,
「そう……だな、ここへ来れないからといって会えないわけではないよ、大抵はな」,“是啊……不过来不了这里也不意味着再也见不到了，一般而言。”,「그래……. 이곳에 오지 못한다고 해서 만날 수 없는 건 아니야. 대체로는 말이지.」,
「そうなの？」,“是吗？”,「그런 거야?」,
「ああ、卒業で一度お別れだ。だが、またどこかで会えたら私は嬉しいよ」,“嗯，毕业就先再见了。不过，如果要是能在别的地方再见面那是最好的。”,「그래. 졸업으로 한 번 헤어지게 돼. 하지만 다시 어디선가 만날 수 있다면 아주 기쁠 거야.」,
先輩はユエナと、そしてぼくをみつめた。,学姐看向了由依奈，又看向了我。,"선배님은 유에나, 그리고 나를 바라보며 말했다.",
乾いた笑顔の向こうに悲しみがある。,在干瘪的笑容下藏着些许悲伤。,메마른 미소 너머에 슬픔이 어른거린다.,
飄々としてクールな先輩でも、やっぱり悲しいのだ。,即使是飘飘然很酷的学姐，果然也会难受啊。,의젓하고 씩씩한 선배님이라도 역시 슬픈 모양이다.,
ぼくも、もちろん悲しい。卒業の日が……怖い。,我当然也很难过。我很害怕……毕业的日子。,물론 나도 슬프다. 졸업식이…… 무섭다.,
先輩と、そしてユエナと一生ここで部活をやっていたいと思う。,我想和学姐还有由依奈一生都在这里进行社团活动。,"선배님, 그리고 유에나와 평생 여기서 동아리 활동을 하고 싶다고 생각한다.",
「ま、今悲しんでも仕方がないものさ。ユエナくんの目的は知らないが、せっかくだ。地球人と宇宙人の交流をしていこうじゃないか」,“不过，现在在这里伤心也无济于事。虽然不知道由依奈的目的是什么，不过机会难得，地球人和外星人就好好做交流吧。”,"「뭐, 벌써부터 슬퍼해도 도리가 없지. 유에나 군의 목적은 알 수 없지만 좋은 기회로 삼자. 지구인과 외계인 간에 친목을 다져야지 않겠나.」",
先輩は立ち上がり、ホワイトボードを引っ張ってくる。,学姐站了起来，把白板拉了过来。,선배님이 자리에서 일어나 화이트보드를 끌어당긴다.,
どこからともなく眼鏡を取り出し、すちゃっと装着した。,然后不知从哪里拿出一副眼镜戴上。,그리고 어디에선가 안경을 꺼내어 멋지게 착용한다.,
「詩乃？」,“诗乃？”,「우타노?」,
「ユエナ、いいからいいから」,“由依奈，好了好了。”,"「유에나. 괜찮아, 괜찮아.」",
不思議そうなユエナに声をかける。,我向一脸奇怪的由依奈说到。,신기해하는 유에나에게 말을 건다.,
先輩は侵入作戦の文字を消して、ペンをとる。,学姐擦掉了入侵作战的文字，拿起了笔。,선배님은 침입 작전을 지우고 펜을 집었다.,
「さて、これからの言の葉サークルの活動を決めようと思う」,“那么，我们来决定下之后茶言阅社的活动吧。”,"「그럼, 앞으로 말소리 서클의 활동 방향을 정하고자 한다.」",
「ことのはさーくる？」,“茶言阅社？”,「말소리 서클?」,
「うん、この部活の名前。先輩がつけたんだ」,“嗯，我们这个社团的名字。学姐起的。”,「응. 우리 동아리 이름이야. 선배님이 붙였어.」,
「そう、かっこいいね」,“是吗，有点帅呢。”,「그래. 멋지네.」,
「さすがユエナくんだ」,“不愧是由依奈。”,「역시 유에나 군이야.」,
先輩の顔がぱあっと明るくなって、グッと親指を立てる。,学姐脸色一下子明朗了起来，竖起了大拇指。,선배님이 얼굴을 환하게 밝히며 엄지를 척 세웠다.,
ユエナもそれを真似して、,由依奈也学了起来，,유에나도 이를 따라서,
「ぐっ」,“嗯！”,「척.」,
親指を立てた。,竖起了大拇指。,엄지를 세운다.,
二人とも色々適応はやいなと思いながら、ぼくも嬉しくなる。,她们两个适应的真快啊，想着这些我也高兴了起来。,이래저래 적응이 빠른 두 사람을 보며 나는 기분 좋게 미소 지었다.,
「これからの言の葉サークルは、視野を宇宙に向け、宇宙からの来客であるユエナくんと交流していくこととする」,“今后的茶言阅社，要把视野放向宇宙，和宇宙来客由依奈进行交流。”,"「앞으로 말소리 서클은 시야를 우주로 확장해, 우주에서 온 손님인 유에나 군과 교류하는 방침을 취하겠다.」",
先輩はきゅっきゅとペンをはしらせながら、ホワイトボードに「異星人交流」と書いた。,学姐刷刷地用笔在白板上飞舞着，写上了“外星人交流”几个大字。,선배님이 펜을 놀려 화이트보드에 「외계인 교류」라고 적는다.,
その横に、「ようこそユエナくん」とつけくわえ、ペンのキャップを閉める。,并在一旁加上了“欢迎由依奈”几个字之后，盖上了笔帽。,그 옆에 「환영한다 유에나 군」이라 추가한 뒤 펜 뚜껑을 닫았다.,
そしてボードの隅からマグネットを一つとって、パシッと貼った。,然后学姐在白板边上拿了个磁贴贴了上去。,그리고 보드 구석에 있는 자석을 하나 가져와 딱 붙인다.,
もちろんそのマグネットは、,当然，那个磁贴是——,물론 그 자석은,
「当然、最重要だ」,“当然，这是最重要的。”,"「당연히, 중차대다.」",
先輩がにっこりと微笑む。,学姐微笑了起来。,선배님이 씩 미소 짓는다.,
ぼくとユエナも目を合わせ、,我和由依奈也对视了一下，,나와 유에나도 눈을 마주치고,
「んふふっ」,“哎嘿嘿。”,「우후후.」,
笑い合った。,笑了起来。,함께 웃었다.,
「そうだ、ユエナくん。そこでジャンプして十回転っ」,“对了，由依奈。你就这样跳起来转个十圈。”,"「그렇지, 유에나 군. 거기서 점프해서 10바퀴 회전!」",
「くるくるっ」,“转转转。”,「빙글빙글!」,
「うわああ！　め、目が！　目が〜！」,“呜哇啊啊！眼、眼睛！眼睛好晕〜！”,"「우와아아! 누, 눈이! 눈이~!」",
「あっはっはっは！」,“啊～哈～哈～哈！”,「아하하하!」,
視界がぐるぐると回っているせいか上からも下からも先輩の声が聞こえる。,因为视线在不停旋转，感觉学姐的声音从各个方向传来。,시야가 빙글빙글 돌아간다. 위에서도 아래에서도 선배님의 목소리가 들려온다.,
「ともき、情けない、だらしない」,“智纪，丢人，不争气。”,"「토모키, 한심해, 가냘파.」",
繋いだ手の先、宇宙人ユエナから容赦のない日本語を浴びせられる。,牵住的手那边传来了外星人由依奈毫不留情的日语。,"잡은 손끝에서, 외계인 유에나가 가차 없는 일본말을 내뱉는다.",
「他にはいくじなし、哀れ、幻滅、などがいいな」,“还有胆小鬼、寒碜、幻灭之类的也不错。”,"「그 외에는 겁쟁이, 불쌍함, 환멸 등이 좋겠어.」",
「わかった」,“我知道了。”,「알겠어.」,
「わかった、じゃない！　先輩はユエナに変な日本語教えないでくださいっ」,“你知道个鬼啊！学姐你也不要教由依奈奇怪的单词啊。”,「뭐가 알겠어! 선배님은 유에나한테 이상한 말 가르치지 마세요!」,
「なに、ユエナくんに日本語を教えているだけだよ、ただそれだけだ」,“不要在意，我只是在教由依奈日语，仅此而已。”,「왜 그러지. 유에나 군에게 일본어를 가르칠 뿐인데. 그저 그뿐이야.」,
「ならもう少しいい日本語を教えてあげてくださいよ……」,“那就教一些好一点的词啊……”,「그럼 조금이라도 좋은 말을 가르쳐 주시라고요…….」,
ユエナの手にひかれ、ゆっくりと降りてきて床に足をつける。,由依奈牵着我的手，慢慢地降了下来，然后我的双脚碰到了地面。,유에나의 손에 이끌려 천천히 바닥에 착지한다.,
ちなみに今ぼくは空中でフィギュアスケートをやった。,稍微说一下，刚刚我是在玩空中花样滑冰。,참고로 지금 나는 공중에서 피겨 스케이트를 했다.,
当然ぼくらはユエナと手を繋いでいないと飛べないので、一緒に氷を滑るような感覚ですごい楽しかった。のだが、,当然我们不牵着由依奈的手就不能飞，所以有种一起在冰上滑的感觉很是愉快。但是——,당연히 우린 유에나와 손을 잡아야만 날 수 있다. 함께 물을 헤치는 듯한 감각 자체는 굉장히 즐거웠다.,
先輩が有名なスケート選手の動画をみせ、トリプルアクセルやら四回転やら、やたら回るやつをさらに回ってほしいといういらぬ注文をつけたせいで一気に地獄になった。,学姐给我们看了著名滑冰选手的视频，又是让我们做前外三周半跳，又是四回旋，然后又让我们转更多圈。因为学姐这些完全不需要的要求，一下子就变成地狱了。,하지만 선배님이 유명한 스케이트 선수 영상을 보여주고 트리플 악셀에 4회전 등 엄청나게 돌기만 하는 주문을 넣은 탓에 지옥도를 보았다.,
「どうだ、少年。空のフィギュアスケートは楽しかったかな？　君に初めてを譲ってやったんだ、高尚な感想でも聞こうじゃないか」,“怎么样，少年。空中花样滑冰爽不爽？我把第一次的机会给你了，就让我听听你那高尚的感想吧。”,"「어떤가, 소년. 공중 피겨 스케이트는 즐거웠나? 너에게 최초를 양보한 것이니 고상한 감상을 들려주겠어?」",
「楽しかったですよ。あれだけまわらなければ」,“很快乐啊。如果不转那么多圈的话。”,「재밌었어요. 그 정도로 돌지만 않았다면.」,
まだふらふらとする。,我还在摇摇晃晃晕呼呼的。,아직 어질어질하다.,
「それではスケートの醍醐味、一番の華がないではないか」,“那不就是滑冰的乐趣，最朴实无华的地方吗？”,"「그게 바로 스케이트의 진면목, 가장 화려한 기술이지 않나.」",
「……んっ」,“……嗯。”,「……응.」,
ユエナも先輩に同調して、うんうん頷いている。,由依奈也赞同着学姐，嗯嗯地点着头。,유에나도 선배님께 동조해 고개를 끄덕끄덕 한다.,
「ふつうはあんなに回りませんよ。いいですよ、じゃ、次先輩ですね」,“一般不会转那么多圈啊。好吧，那接下来就是学姐了。”,「보통은 그렇게까지 안 돌아요. 됐어요. 다음은 선배님이에요.」,
「うむ」,“嗯。”,「음.」,
そういって先輩はユエナに膝をついて手をのばす。,学姐这么说着，然后单膝跪地，向由依奈伸出了手。,그러더니 선배님은 유에나에게 무릎을 꿇고 손을 뻗었다.,
童話の王子様がやりそうな、というよりやっているやつ。,学姐摆了个童话里的王子看起来会，啊不，是肯定会做的动作。,동화 속 왕자님이 할 법한 그거다.,
「うん……」,“嗯……”,「응…….」,
差し出された手をユエナがとる。,由依奈接住了伸出来的手。,내민 손을 유에나가 잡는다.,
立場的には逆なんじゃないか、とは思ったけれど,从立场来看的话难道不该是反过来吗？我如此想到。,입장을 생각하면 반대가 아닐까 싶지만,
「なんか、すごい様になってる」,“看起来很像那么回事啊。”,"「뭐랄까, 굉장하네.」",
これでもかと二人は似合っていた。,但看上去她们两个还是很般配。,두 사람은 지나치게 잘 어울렸다.,
ユエナの手にひかれ、先輩が飛んでいく。,牵着由依奈的手，学姐飞了起来。,유에나의 손에 이끌려 선배님이 하늘로 오른다.,
「ユエナ」,“由依奈。”,「유에나.」,
「なに？」,“怎么了？”,「왜?」,
ぼくは体操選手の動画をユエナにみせる。,我把体操选手的视频拿给由依奈看。,나는 체조 선수 영상을 유에나에게 보여주었다.,
技の名前は分からないけど、とにかく床でくるくるまわったりひねったりしている技。,技巧名不知道，总之就是在地面上转来转去扭来扭曲的技巧。,기술 이름은 모르겠지만 하여튼 바닥에서 빙글빙글 돌거나 뛰어오르는 기술.,
「これよりももっと回っていいよ」,“比这个多转几圈也可以。”,「이것보다 더 많이 돌아도 돼.」,
「はっはっは、君は性格が悪いな」,“哈～哈～哈，你还真是性格恶劣啊。”,「하하하. 넌 성격이 나쁘구나.」,
というわりに先輩は余裕そうだ。,虽然这么说，但学姐一副游刃有余的样子。,말하는 것치고 선배님은 여유로워 보인다.,
"ユエナもユエナでなんの躊躇もなく,",由依奈也是毫无犹豫——,유에나도 유에나라 아무런 주저도 없이,
「わかった。わたしにお任せあれ」,“我知道了。交给我吧。”,「알겠어. 나한테 맡겨 두시라.」,
と頷く。,点了点头。,하고 끄덕인다.,
「踊ろうではないか、ユエナくん」,“让我们起舞吧，由依奈。”,"「춤추지 않겠나, 유에나 군.」",
そして二人が踊る。,随后两人舞动起来。,그렇게 두 사람이 춤을 춘다.,
ユエナはぼくの注文通り、床ぎりぎりをすっと真っ直ぐ移動してから真上に上昇して、ありえないほどまわったりひねったり。,就像我说的一样，由依奈在接近地面的地方快速径直移动着，然后向正上方上升，做出几乎不可能的旋转和扭动。,"유에나는 내가 주문한 대로 바닥에 닿을 듯 말 듯하게 내려왔다가 위로 올라가, 놀라울 만큼 비틀며 돌고 있다.",
その度に先輩は――,然后这时学姐则是——,그때마다 선배님은――,
「あっはっはっは！」,“啊～哈～哈～哈！”,「아하하하하!」,
声をあげて笑っていた。,放声大笑。,큰소리로 웃는다.,
「……」,“……”,「…….」,
めちゃくちゃ笑ってるじゃん、という感想と,——这笑得也太奔放了。,엄청 웃고 있잖아 하는 감상과,
先輩ってあんなに笑うんだという感想と,——学姐也会像那样笑啊。,선배님도 저렇게 웃을 수 있구나 하는 감상과,
二人とも楽しそうだなという感情が溢れて来る。,——两人看起来好快乐。众多感想涌现出来。,둘 다 즐거워 보이는구나 하는 감정이 흘러나온다.,
「もっといけるぞ、ユエナくん」,“由依奈，难度还可以再高点。”,"「좀 더 가도 괜찮아, 유에나 군.」",
「うんっ、じゃあ次は……これっ」,“嗯，那接下来……这样。”,"「응, 그럼 다음은…… 이렇게!」",
せまい部室の中をユエナと先輩は縦横無尽に駆けまわる。,在狭小的活动室内，由依奈和学姐在无拘无束地飞着。,유에나와 선배님이 좁은 부실 안을 종횡무진으로 누빈다.,
器用に、そしてはやくダイナミックに二人は暴れていた。,两人灵巧地、快速地、充满活力地闹腾着。,"능수능란하게, 그리고 빠르고 다이내믹하게 날뛴다.",
「間違いなく私は、地球人で一番空を楽しんでいるよ」,“我绝对是地球人里最能享受空中乐趣的。”,「틀림없이 나는 지구인 중에서 가장 하늘을 즐기는 사람일 거야.」,
見るだけで酔ってしまいそうだ。,只是看看就能沉醉其中。,보기만 해도 멀미가 날 듯했다.,
これでもかと二人は空を飛ぶというよりも、しばらく暴れまわっていた。,只不过她们与其说是在飞，不如说完全是在瞎闹腾。,"두 사람은 한동안 하늘을 날았다. 아니, 마구 휘저었다.",
「ふぅ、楽しかったよユエナくん」,“呼，真是快乐啊，由依奈。”,"「후우. 즐거웠어, 유에나 군.」",
先輩が下へ降りて来る。,学姐降了下来。,선배님이 아래로 내려온다.,
あれだけまわっていたのに、床に足をつけても一切ふらつく気配もない。,明明转了那么多圈了，双脚着地之后也看不出她有一点眩晕的感觉。,그렇게나 돌았는데 바닥에 발이 닿고도 휘청거리는 기색이 없다.,
どうなっているんだろう、先輩の三半規管。,学姐的三半规管到底是什么构造？,선배님의 반고리관은 어떻게 돼 있는 걸까?,
「ユエナくん。こういう時はわたしに、立派、偉い、優等生、天才で美しくかっこいいなどと……」,“由依奈。这种时候就要对我说，出色、了不起、优等生、天才还有美丽帅气之类的……”,"「유에나 군. 이럴 때는 나에게 훌륭하다, 굉장하다, 우등생, 천재에 아름답고 멋있다 등등…….」",
「あ、先輩だけずるい」,“啊，学姐你太狡猾了。”,"「아, 선배님만 치사하게.」",
「なに、端的にわたしを表しただけさ。それをユエナくんに教えているだけだ、文句あるまい？」,“怎么了，这些词只是很清楚地表现了我。然后我把这些教给由依奈罢了，你有啥意见？”,"「무슨, 나를 단적으로 나타냈을 뿐이야. 그걸 유에나 군에게 알려주었을 뿐이고. 불만 없겠지?」",
先輩が胸の前で腕を組んでニヤリと笑う。,学姐在胸前抱起胳膊冷笑着。,선배님이 팔짱을 끼며 씩 웃는다.,
「うっ」,“唔。”,「윽.」,
自分の無様っぷりと比べてみてはなんにも言い返せない。,跟自己那难看的样子比起来我一句反驳的话都说不出。,꼴사나운 내 모습과 비교해 보면 아무런 대꾸도 할 수 없다.,
「詩乃は、美しくかっこいい」,“诗乃，美丽又帅气。”,"「우타노는, 아름답고 멋있어.」",
「うむ、上出来だ。おや、ユエナくん」,“嗯，说得很好。哎呀，由依奈。”,"「음. 아주 좋아. 이런, 유에나 군.」",
「詩乃？」,“诗乃？”,「우타노?」,
先輩はユエナの髪をなでる。,学姐摸着由依奈的头发。,선배님이 유에나의 머리카락을 쓰다듬는다.,
「髪がぼさぼさではないか」,“你的头发都乱糟糟的了。”,「머리카락이 부스스하지 않나.」,
「んぇ？」,“嗯？”,「으에?」,
ユエナは自分の頭の上に乗せられた先輩の手の上に、自分の手を重ねる。,由依奈把自己的手也盖在了摸着自己脑袋的学姐的手上。,"유에나는 자기 머리 위에 얹힌 선배님의 손 위에, 자기의 손을 또 얹었다.",
「任せたまえ」,“交给我吧。”,「내게 맡기도록.」,
そういって先輩が丁寧にユエナの髪を撫でていく。,学姐说到然后细心地抚摸着由依奈的头发。,선배님이 부드럽게 유에나의 머리카락을 매만진다.,
ユエナはゆっくりと自分の手をおろして、,由依奈慢慢地放下了自己的手，,유에나는 천천히 자기 손을 내리더니,
「んふふっ」,“哎嘿嘿。”,「우후후.」,
やがて撫でられたユエナは甘える猫のように身をくねらせ、目を細め喜んだ。,最终，被抚摸着的由依奈就像撒娇的小猫一样弯下身子，眯起眼睛很是高兴。,이윽고 유에나는 어리광 부리는 고양이처럼 눈을 감고 몸을 비틀며 기뻐한다.,
「詩乃」,“诗乃。”,「우타노.」,
「ん？　なにかな」,“嗯？怎么了？”,「응? 왜 그러지?」,
「詩乃も、ぼさぼさ」,“诗乃也，乱糟糟的。”,"「우타노도, 부스스.」",
「む、そうか」,“唔，是吗？”,"「음, 그런가.」",
「詩乃、まかせたまえ」,“诗乃，交给我吧。”,"「우타노, 내게 맡기도록.」",
身長差のあるユエナが少し腕をのばして、先輩の髪をなでる。,由于身高差，由依奈稍微伸了伸胳膊，抚摸着学姐的头发。,신장 차이가 있는 유에나가 팔을 뻗어 선배님의 머리카락을 매만진다.,
「ふふっ、これはいいものだな」,“嘻嘻，这还真是不错。”,「후훗. 이것도 제법 괜찮구나.」,
先輩は少し膝を折って、ユエナに髪をなでられていた。,学姐稍微屈了屈膝，让由依奈能摸到头发。,선배님은 무릎을 조금 굽혀 유에나에게 머리를 내어주었다.,
「詩乃、髪きれい」,“诗乃你的头发很漂亮。”,「우타노. 머리카락 예뻐.」,
「ユエナくんこそ綺麗だよ」,“你才是很漂亮啊。”,「유에나 군이야말로 예뻐.」,
「さらさら……んふっ。詩乃は、地球の匂いがするね」,“丝丝顺滑……嘻嘻。诗乃有种地球的味道。”,「찰랑찰랑…… 우후후. 우타노는 지구의 향기가 나.」,
「ほぅ、そんなことは言われたのは初めてだ。ユエナくんは宇宙の匂い、だな」,“哦？还是头一次有人这么说。那由依奈你就是宇宙的味道了吧？”,"「호오. 그런 말은 처음으로 듣는군. 유에나 군은 우주의 향기가, 나는구나.」",
「……」,“……”,「…….」,
背景に花が咲いていそうな光景を見せられている。,眼前这幅画面就好像背景正绽放着鲜花。,꽃밭 배경이 펼쳐질 듯한 광경을 보여준다.,
いや、みせていただいている、のほうが正しいだろうか。,不对，应该说正向我展示着这样的画面吧？,귀한 것을 배견했다고 할까.,
ともあれ、ぼくは今の二人には何も声をかけられず、目も合わせられない。,不管怎么说，我没法向现在的两人插话，也没法跟她们目光对视。,어쨌든 나는 지금 두 사람에게 아무 말도 걸지 못하고 눈조차 마주칠 수 없다.,
部活はもう終了時刻に近づいてきているので、湯呑を片付けながら、ぼくはそんな二人を傍目で見ていることにする。,社团活动也快到结束的时间了，我一边收拾着茶杯，一边作为旁观者看着那样的二人。,벌써 동아리 종료 시간이 가까워졌다. 나는 찻잔을 정리하며 두 사람을 곁눈질하며 지켜보기로 한다.,
「もうチャイムが」,“已经打铃了。”,「벌써 종소리가.」,
チャイムが鳴る。,铃声响了。,종소리가 울린다.,
夏も近づいて外は明るいけれど、時間はとうに進んで虚しく部活終了を告げた。,夏天临近外面还很明亮，然而流淌的时间空虚地宣告了社团活动的结束。,"여름이 가까워 바깥은 밝지만, 시간은 무심하게 흘러 금세 활동 종료를 알렸다.",
窓から差し込む光は僅かに茜に色をかえて、夕方をデザインしている。,从窗户射进来的阳光开始泛红，装点着傍晚的景色。,창문으로 드는 빛이 희미한 주황색으로 바뀌어 저녁 풍경을 연출하기 시작했다.,
「時間がすぎるというのは、はやいな」,“时间过得还真快啊。”,「시간의 흐름이란 참 빠르구나.」,
「少年、片付けありがとう」,“少年，谢谢你收拾。”,「소년. 정리해 줘서 고맙다.」,
「いえ、気にしないでくださいよ。お礼です」,“没事，不用在意。一点谢礼罢了。”,「아뇨. 신경 쓰지 마세요. 감사의 표시니까요.」,
「お礼？」,“谢礼？”,「감사?」,
「い、いえいえ！　なんでもないです」,“不、不是不是！没什么。”,"「앗, 아니에요! 아무것도 아니에요.」",
「ふふ、そうか」,“嘻嘻，好吧。”,"「후후, 그런가.」",
うっかり二人のさっきまでの光景をお礼といってしまう。,一不小心就把刚才为止二人的景象说成了谢礼了。,나도 모르게 두 사람이 보여준 광경에 감사를 전하고 말았다.,
嘘ではないけれど。,虽然不是谎话。,거짓말은 아니지만.,
「帰る？」,“要回去吗？”,「집에 가?」,
「ああ」,“嗯。”,「그래.」,
「そう、さびしいね」,“是吗，有些寂寞啊。”,「그래. 쓸쓸하네.」,
ユエナはふわりと浮かび上がる。,由依奈轻轻地浮了起来。,유에나가 둥실 떠오른다.,
整えられた髪と制服のリボンとスカートが静かに揺れている。,整理好的头发，校服的缎带还有裙子在静静地摇动着。,"정돈된 머리카락과 교복 리본, 스커트가 천천히 흔들린다.",
「少年、君ももしや頭を撫でられたかったかな？」,“少年，难道说你也想被摸头吗？”,「소년. 혹시 너도 머리 쓰다듬어 주기를 바랐나?」,
全部分かっている先輩がからかう。,看穿了一切的学姐在捉弄着我。,전부 눈치 챈 선배님이 나를 놀린다.,
「そ、そんなことはないですよ！」,“才、才没这回事！”,"「그, 그런 거 아니에요!」",
ついそう言い返す。,不知不觉就这么回了一句。,나도 모르게 그렇게 대꾸한다.,
「はっはっは、そうか残念だな」,“哈～哈～哈，那还真是遗憾。”,"「하하하, 그렇군. 유감이구나.」",
「ざんねんっ」,“遗憾。”,「유감!」,
