jp,cn,kr,en
「ともき」,“智纪。”,「토모키.」,
と思ったらまた呼び止められる。,结果又被她叫住了。,그런데 또 유에나가 부른다.,
「な、なんでしょう、ユエナさん」,“怎、怎么了？由依奈小姐？”,"「왜, 왜 그러시나요, 유에나 양.」",
「ユエナサンじゃない、ユエナ」,“不是由依奈小姐，是由依奈。”,「유에나양이 아니야. 유에나.」,
「あ、うんユエナね。うん。で、まだなにかあった？」,“啊，嗯，由依奈。嗯。还有什么事？”,"「아, 응. 유에나. 응. 그래서 또 뭐가 남았어?」",
「明日」,“明天。”,「내일.」,
「明日？　うん、明日もここへこればいいんだよね？　大丈夫、ちゃんとくるよ」,“明天？嗯，明天也来这里就行了吧？没问题，我回来的。”,"「내일? 응, 내일도 여기로 오면 되는 거지? 괜찮아. 꼭 올게.」",
ユエナはぼくがこないと思っているのだろうか。ユエナは意外と心配性なのかもしれない。,是觉得我不会来吗？还挺爱担心的。,유에나는 내가 오지 않을 거라 생각한 걸까. 의외로 걱정이 많은 성격일지도 모르겠다.,
心配性にしては泉に飛び込むなんてよくわからないことをやってのけるけど。,只不过，会做跳进泉水里这种莫名其妙的事。,걱정이 많은 것치고는 샘에 뛰어드는 등 이해하기 힘든 행동도 했지만.,
「そうじゃなくて」,“不是说这个。”,「그게 아니라.」,
「え、そうじゃなくて？」,“哎？不是？”,"「어, 그게 아니라?」",
「ともきは明日もくる。そうだけど、そうじゃなくて」,“你明天也来这里。但不是说这个。”,"「토모키는 내일도 와. 그렇지만, 그게 아니라.」",
「うん」,“嗯。”,「응.」,
ユエナの瞳が僅かににごったような感じがした。,感觉由依奈的眼神变得有些浑浊。,유에나의 눈동자가 희미하게 탁해진 느낌이 들었다.,
「明日は――雨が降るよ」,“明天——会下雨的。”,「내일은―― 비가 올 거야.」,
そう言ってユエナはふいっと背中をみせぼくとは反対方向へ歩いていく。,说完，由依奈突然转过身，朝反方向走去。,유에나가 휙 돌아서 나와는 반대 방향으로 걸어간다.,
「そ、そうなんだ。ありが、と」,“这、这样啊。谢谢。”,"「그, 그렇구나. 고마워.」",
天気予報の話だった。,越来是说天气预报。,일기예보 얘기였다.,
もしかしたら雨が降っててもぼくが来るのかを試すつもりなのだろうか。,是打算试试我如果下雨了还会不会来吗？,혹시 비가 와도 올 것이냐는 뜻이었나.,
「雨でもぼくはいくからね〜」,“就算下雨，我也会来的～”,「비가 와도 올 테니까~」,
そういうとユエナのアホ毛がひらっと揺れた。,我这么一说，由依奈头顶的呆毛晃了一下。,그리 말하자 유에나의 삐친 머리카락이 살랑살랑 흔들렸다.,
ユエナに背を向け泉を去る。,由依奈转身离开了泉水。,유에나에게 등을 돌려 샘을 떠난다.,
一応男として、送っていくよと声をかけたけれどユエナは無視して歩いていってしまった。,作为男人我想叫住她送她回去，但她没有理会。,"일단 남자니까 바래다주겠다고 말했지만, 유에나는 무시하고 걸어가 버렸다.",
舗装された道へ戻ってくる。,我回到了正路上。,포장된 길로 돌아왔다.,
「ユエナか……」,“由依奈……”,「유에나라…….」,
会ったばかりの女の子の名前を呟く。,我嘟哝着刚认识的女孩子的名字。,조금 전 처음 만난 여자아이의 이름을 되뇌인다.,
夜はいつのまにか更けていた。,不知不觉已经夜深了。,어느새 밤이 깊었다.,
スマホで時間を確認するとかなりの時間が経っていて、家に帰ったら親に怒られるとそんなことを思う。,看了下手机，过了相当长的时间。回去以后估计要被骂了。,스마트폰으로 시간을 확인하니 제법 시간이 지났다. 집에 돌아가면 부모님께 혼날 것 같다.,
でもそんなことよりも今はユエナが気になっていた。,但是我现在更在意由依奈。,하지만 그런 것보다 지금은 유에나가 신경 쓰였다.,
不思議な女の子だった。,真是个不可思议的女孩。,신비로운 소녀였다.,
どうやったのか服を一瞬で乾かすし、そもそもなんであの泉にいたのかもよく分からない。,她是怎么让衣服一瞬间干了的？说到底压根不知道她为什么会在泉水里。,"어떻게 한 것인지 금세 옷을 말리고, 애초에 왜 저런 샘에 있었는지도 알 수 없다.",
「制服着てたってことは、うちの中学のはずなんだけど、あんな子いたかな」,“既然穿着校服，应该是我们学校的学生，但好像没有印象啊？”,「교복을 입고 있었으니까 우리 중학교일 텐데. 그런 애가 있었나.」,
少なくとも同じ学年ではない。後輩だったら知りようがないけど。,至少应该不是同一年级的。如果是学妹的话我就不认识了。,적어도 같은 학년은 아니다. 후배라면 알 길이 없지만.,
「もしユエナが三年生なら、明日先輩に聞いてみよう」,“如果她是三年级的话，明天问问学姐吧。”,「만약 3학년이면 내일 선배님한테 물어 봐야겠네.」,
夜空を見上げる。,仰望夜空。,밤하늘을 올려다본다.,
少しの間じっと空を見上げるけども遠花火は見えない。,看了一会儿，但已经看不到空焰火了。,잠시 동안 가만히 지켜보아도 별꽃은 보이지 않는다.,
「……走ろ」,“……跑起来吧。”,「……뛰어야겠다.」,
ぼくは前を向いて、家まで走った。,我朝着家的方向跑去。,"나는 앞을 향해서, 집을 향해서 뛰었다.",
